time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_InjectedActiveCurrent;Wind_Turbine_GEN_InjectedReactiveCurrent;Wind_Turbine_GEN_AVRSetpointPu;Wind_Turbine_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.001108000;1.044e+00;7.938e-01;4.421e-01;7.601e-01;4.233e-01;1.195e+00;1.044e+00;7.144e-01;3.979e-01;1.000e+01;6.425e-01;-4.348e-01;1.197e+00;4.992e+01;4.992e+01
0.001571000;1.044e+00;7.839e-01;4.419e-01;7.505e-01;4.231e-01;1.195e+00;1.044e+00;7.055e-01;3.977e-01;1.000e+01;6.703e-01;-4.378e-01;1.197e+00;4.992e+01;4.992e+01
0.001690000;1.044e+00;7.818e-01;4.419e-01;7.485e-01;4.231e-01;1.195e+00;1.044e+00;7.036e-01;3.977e-01;1.000e+01;6.761e-01;-4.383e-01;1.197e+00;4.992e+01;4.992e+01
0.001809000;1.044e+00;7.799e-01;4.419e-01;7.467e-01;4.231e-01;1.195e+00;1.044e+00;7.019e-01;3.977e-01;1.000e+01;6.815e-01;-4.387e-01;1.197e+00;4.993e+01;4.993e+01
0.001928000;1.044e+00;7.781e-01;4.419e-01;7.450e-01;4.231e-01;1.195e+00;1.044e+00;7.003e-01;3.977e-01;1.000e+01;6.864e-01;-4.391e-01;1.197e+00;4.993e+01;4.993e+01
0.002047000;1.044e+00;7.765e-01;4.420e-01;7.435e-01;4.231e-01;1.195e+00;1.044e+00;6.989e-01;3.978e-01;1.000e+01;6.908e-01;-4.394e-01;1.197e+00;4.993e+01;4.993e+01
0.002166000;1.044e+00;7.751e-01;4.420e-01;7.421e-01;4.232e-01;1.195e+00;1.044e+00;6.976e-01;3.978e-01;1.000e+01;6.949e-01;-4.397e-01;1.197e+00;4.993e+01;4.993e+01
0.002285000;1.044e+00;7.737e-01;4.420e-01;7.408e-01;4.232e-01;1.195e+00;1.044e+00;6.963e-01;3.978e-01;1.000e+01;6.986e-01;-4.399e-01;1.197e+00;4.994e+01;4.994e+01
0.002523000;1.044e+00;7.714e-01;4.420e-01;7.385e-01;4.232e-01;1.195e+00;1.044e+00;6.942e-01;3.978e-01;1.000e+01;7.051e-01;-4.403e-01;1.197e+00;4.994e+01;4.994e+01
0.002643000;1.044e+00;7.703e-01;4.420e-01;7.376e-01;4.232e-01;1.195e+00;1.044e+00;6.933e-01;3.978e-01;1.000e+01;7.079e-01;-4.404e-01;1.197e+00;4.995e+01;4.995e+01
0.003000000;1.044e+00;7.678e-01;4.421e-01;7.351e-01;4.233e-01;1.195e+00;1.044e+00;6.910e-01;3.979e-01;1.000e+01;7.149e-01;-4.407e-01;1.197e+00;4.995e+01;4.995e+01
0.003119000;1.044e+00;7.671e-01;4.421e-01;7.345e-01;4.233e-01;1.195e+00;1.044e+00;6.904e-01;3.979e-01;1.000e+01;7.168e-01;-4.408e-01;1.197e+00;4.996e+01;4.996e+01
0.003238000;1.044e+00;7.665e-01;4.421e-01;7.339e-01;4.233e-01;1.195e+00;1.044e+00;6.898e-01;3.979e-01;1.000e+01;7.185e-01;-4.409e-01;1.197e+00;4.996e+01;4.996e+01
0.003484000;1.044e+00;7.654e-01;4.422e-01;7.328e-01;4.234e-01;1.195e+00;1.044e+00;6.888e-01;3.980e-01;1.000e+01;7.215e-01;-4.410e-01;1.197e+00;4.996e+01;4.996e+01
0.003612000;1.044e+00;7.649e-01;4.422e-01;7.323e-01;4.234e-01;1.195e+00;1.044e+00;6.884e-01;3.980e-01;1.000e+01;7.228e-01;-4.410e-01;1.197e+00;4.997e+01;4.997e+01
0.003868000;1.044e+00;7.640e-01;4.422e-01;7.315e-01;4.234e-01;1.195e+00;1.044e+00;6.876e-01;3.980e-01;1.000e+01;7.250e-01;-4.411e-01;1.197e+00;4.997e+01;4.997e+01
0.003996000;1.044e+00;7.637e-01;4.422e-01;7.312e-01;4.234e-01;1.195e+00;1.044e+00;6.873e-01;3.980e-01;1.000e+01;7.259e-01;-4.411e-01;1.197e+00;4.997e+01;4.997e+01
0.004124000;1.044e+00;7.634e-01;4.422e-01;7.309e-01;4.234e-01;1.195e+00;1.044e+00;6.870e-01;3.980e-01;1.000e+01;7.268e-01;-4.412e-01;1.197e+00;4.998e+01;4.998e+01
0.004739000;1.044e+00;7.623e-01;4.423e-01;7.298e-01;4.235e-01;1.195e+00;1.044e+00;6.860e-01;3.981e-01;1.000e+01;7.295e-01;-4.412e-01;1.197e+00;4.998e+01;4.998e+01
0.004969000;1.044e+00;7.620e-01;4.423e-01;7.296e-01;4.235e-01;1.195e+00;1.044e+00;6.858e-01;3.981e-01;1.000e+01;7.302e-01;-4.413e-01;1.197e+00;4.999e+01;4.999e+01
0.005430000;1.044e+00;7.616e-01;4.423e-01;7.292e-01;4.235e-01;1.195e+00;1.044e+00;6.855e-01;3.981e-01;1.000e+01;7.310e-01;-4.413e-01;1.197e+00;4.999e+01;4.999e+01
0.005660000;1.044e+00;7.615e-01;4.423e-01;7.291e-01;4.235e-01;1.195e+00;1.044e+00;6.853e-01;3.981e-01;1.000e+01;7.313e-01;-4.413e-01;1.197e+00;4.999e+01;4.999e+01
0.006121000;1.044e+00;7.613e-01;4.423e-01;7.289e-01;4.235e-01;1.195e+00;1.044e+00;6.852e-01;3.981e-01;1.000e+01;7.316e-01;-4.413e-01;1.197e+00;4.999e+01;4.999e+01
0.006351000;1.044e+00;7.612e-01;4.423e-01;7.288e-01;4.235e-01;1.195e+00;1.044e+00;6.851e-01;3.981e-01;1.000e+01;7.317e-01;-4.413e-01;1.197e+00;5.000e+01;5.000e+01
0.006582000;1.044e+00;7.612e-01;4.423e-01;7.288e-01;4.235e-01;1.195e+00;1.044e+00;6.851e-01;3.981e-01;1.000e+01;7.318e-01;-4.414e-01;1.197e+00;5.000e+01;5.000e+01
0.006812000;1.044e+00;7.611e-01;4.423e-01;7.287e-01;4.235e-01;1.195e+00;1.044e+00;6.850e-01;3.981e-01;1.000e+01;7.318e-01;-4.414e-01;1.197e+00;5.000e+01;5.000e+01
0.022664000;1.044e+00;7.595e-01;4.424e-01;7.272e-01;4.236e-01;1.195e+00;1.044e+00;6.836e-01;3.982e-01;1.000e+01;7.299e-01;-4.414e-01;1.197e+00;5.000e+01;5.000e+01
0.034276000;1.044e+00;7.583e-01;4.425e-01;7.261e-01;4.237e-01;1.195e+00;1.044e+00;6.825e-01;3.982e-01;1.000e+01;7.289e-01;-4.414e-01;1.197e+00;5.000e+01;5.000e+01
0.058935000;1.044e+00;7.560e-01;4.426e-01;7.239e-01;4.237e-01;1.195e+00;1.044e+00;6.804e-01;3.983e-01;1.000e+01;7.267e-01;-4.414e-01;1.197e+00;5.000e+01;5.000e+01
0.062935000;1.044e+00;7.557e-01;4.426e-01;7.235e-01;4.237e-01;1.195e+00;1.044e+00;6.801e-01;3.983e-01;1.000e+01;7.264e-01;-4.414e-01;1.197e+00;5.000e+01;5.000e+01
0.063935000;1.044e+00;7.556e-01;4.426e-01;7.235e-01;4.237e-01;1.195e+00;1.044e+00;6.801e-01;3.983e-01;1.000e+01;7.263e-01;-4.414e-01;1.197e+00;5.000e+01;5.000e+01
0.065935000;1.044e+00;7.554e-01;4.426e-01;7.233e-01;4.238e-01;1.195e+00;1.044e+00;6.799e-01;3.983e-01;1.000e+01;7.262e-01;-4.414e-01;1.197e+00;5.000e+01;5.000e+01
0.078935000;1.044e+00;7.544e-01;4.426e-01;7.223e-01;4.238e-01;1.195e+00;1.044e+00;6.789e-01;3.984e-01;1.000e+01;7.252e-01;-4.414e-01;1.197e+00;5.000e+01;5.000e+01
0.093935000;1.044e+00;7.532e-01;4.427e-01;7.212e-01;4.238e-01;1.195e+00;1.044e+00;6.779e-01;3.984e-01;1.000e+01;7.242e-01;-4.414e-01;1.197e+00;5.000e+01;5.000e+01
0.115935000;1.044e+00;7.517e-01;4.428e-01;7.197e-01;4.239e-01;1.195e+00;1.044e+00;6.765e-01;3.985e-01;1.000e+01;7.227e-01;-4.415e-01;1.197e+00;5.000e+01;5.000e+01
0.118935000;1.044e+00;7.515e-01;4.428e-01;7.195e-01;4.239e-01;1.195e+00;1.044e+00;6.764e-01;3.985e-01;1.000e+01;7.226e-01;-4.415e-01;1.197e+00;5.000e+01;5.000e+01
0.124935000;1.044e+00;7.511e-01;4.428e-01;7.192e-01;4.240e-01;1.195e+00;1.044e+00;6.760e-01;3.985e-01;1.000e+01;7.222e-01;-4.415e-01;1.197e+00;5.000e+01;5.000e+01
0.134935000;1.044e+00;7.505e-01;4.428e-01;7.186e-01;4.240e-01;1.195e+00;1.044e+00;6.755e-01;3.985e-01;1.000e+01;7.216e-01;-4.415e-01;1.197e+00;5.000e+01;5.000e+01
0.174935000;1.044e+00;7.484e-01;4.430e-01;7.165e-01;4.241e-01;1.195e+00;1.044e+00;6.735e-01;3.987e-01;1.000e+01;7.197e-01;-4.416e-01;1.197e+00;5.000e+01;5.000e+01
0.178935000;1.044e+00;7.482e-01;4.430e-01;7.163e-01;4.241e-01;1.195e+00;1.044e+00;6.734e-01;3.987e-01;1.000e+01;7.195e-01;-4.416e-01;1.197e+00;5.000e+01;5.000e+01
0.183935000;1.044e+00;7.479e-01;4.430e-01;7.161e-01;4.242e-01;1.195e+00;1.044e+00;6.732e-01;3.987e-01;1.000e+01;7.193e-01;-4.416e-01;1.197e+00;5.000e+01;5.000e+01
0.216935000;1.044e+00;7.465e-01;4.431e-01;7.148e-01;4.243e-01;1.195e+00;1.044e+00;6.719e-01;3.988e-01;1.000e+01;7.179e-01;-4.417e-01;1.197e+00;5.000e+01;5.000e+01
0.237935000;1.044e+00;7.457e-01;4.432e-01;7.140e-01;4.244e-01;1.195e+00;1.044e+00;6.712e-01;3.989e-01;1.000e+01;7.172e-01;-4.417e-01;1.197e+00;5.000e+01;5.000e+01
0.241935000;1.044e+00;7.456e-01;4.432e-01;7.139e-01;4.244e-01;1.195e+00;1.044e+00;6.710e-01;3.989e-01;1.000e+01;7.171e-01;-4.417e-01;1.197e+00;5.000e+01;5.000e+01
0.245935000;1.044e+00;7.455e-01;4.433e-01;7.137e-01;4.244e-01;1.195e+00;1.044e+00;6.709e-01;3.989e-01;1.000e+01;7.170e-01;-4.417e-01;1.197e+00;5.000e+01;5.000e+01
0.313935000;1.044e+00;7.435e-01;4.435e-01;7.119e-01;4.247e-01;1.195e+00;1.044e+00;6.692e-01;3.992e-01;1.000e+01;7.151e-01;-4.419e-01;1.197e+00;5.000e+01;5.000e+01
0.320935000;1.044e+00;7.433e-01;4.436e-01;7.117e-01;4.247e-01;1.195e+00;1.044e+00;6.690e-01;3.992e-01;1.000e+01;7.150e-01;-4.420e-01;1.197e+00;5.000e+01;5.000e+01
0.323935000;1.044e+00;7.433e-01;4.436e-01;7.116e-01;4.247e-01;1.195e+00;1.044e+00;6.689e-01;3.992e-01;1.000e+01;7.149e-01;-4.420e-01;1.197e+00;5.000e+01;5.000e+01
0.337935000;1.044e+00;7.430e-01;4.436e-01;7.113e-01;4.247e-01;1.195e+00;1.044e+00;6.687e-01;3.993e-01;1.000e+01;7.146e-01;-4.420e-01;1.197e+00;5.000e+01;5.000e+01
0.404935000;1.044e+00;7.417e-01;4.439e-01;7.102e-01;4.250e-01;1.195e+00;1.044e+00;6.676e-01;3.995e-01;1.000e+01;7.135e-01;-4.422e-01;1.197e+00;5.000e+01;5.000e+01
0.413935000;1.044e+00;7.416e-01;4.439e-01;7.101e-01;4.250e-01;1.195e+00;1.044e+00;6.674e-01;3.995e-01;1.000e+01;7.134e-01;-4.423e-01;1.197e+00;5.000e+01;5.000e+01
0.428935000;1.044e+00;7.414e-01;4.440e-01;7.098e-01;4.251e-01;1.195e+00;1.044e+00;6.673e-01;3.996e-01;1.000e+01;7.132e-01;-4.423e-01;1.197e+00;5.000e+01;5.000e+01
0.431935000;1.044e+00;7.414e-01;4.440e-01;7.098e-01;4.251e-01;1.195e+00;1.044e+00;6.672e-01;3.996e-01;1.000e+01;7.131e-01;-4.423e-01;1.197e+00;5.000e+01;5.000e+01
0.503935000;1.044e+00;7.405e-01;4.443e-01;7.090e-01;4.254e-01;1.195e+00;1.044e+00;6.665e-01;3.998e-01;1.000e+01;7.124e-01;-4.426e-01;1.197e+00;5.000e+01;5.000e+01
0.512935000;1.044e+00;7.405e-01;4.443e-01;7.090e-01;4.254e-01;1.195e+00;1.044e+00;6.664e-01;3.999e-01;1.000e+01;7.123e-01;-4.426e-01;1.197e+00;5.000e+01;5.000e+01
0.521935000;1.044e+00;7.404e-01;4.443e-01;7.089e-01;4.254e-01;1.195e+00;1.044e+00;6.663e-01;3.999e-01;1.000e+01;7.123e-01;-4.426e-01;1.197e+00;5.000e+01;5.000e+01
0.526935000;1.044e+00;7.403e-01;4.444e-01;7.088e-01;4.255e-01;1.195e+00;1.044e+00;6.663e-01;3.999e-01;1.000e+01;7.122e-01;-4.426e-01;1.197e+00;5.000e+01;5.000e+01
0.549935000;1.044e+00;7.402e-01;4.444e-01;7.087e-01;4.255e-01;1.195e+00;1.044e+00;6.662e-01;4.000e-01;1.000e+01;7.120e-01;-4.427e-01;1.197e+00;5.000e+01;5.000e+01
0.571935000;1.044e+00;7.400e-01;4.445e-01;7.085e-01;4.256e-01;1.195e+00;1.044e+00;6.660e-01;4.001e-01;1.000e+01;7.119e-01;-4.428e-01;1.197e+00;5.000e+01;5.000e+01
0.572935000;1.044e+00;7.400e-01;4.445e-01;7.085e-01;4.256e-01;1.196e+00;1.044e+00;6.660e-01;4.001e-01;1.000e+01;7.119e-01;-4.428e-01;1.197e+00;5.000e+01;5.000e+01
0.593935000;1.044e+00;7.399e-01;4.446e-01;7.084e-01;4.257e-01;1.196e+00;1.044e+00;6.659e-01;4.002e-01;1.000e+01;7.118e-01;-4.429e-01;1.197e+00;5.000e+01;5.000e+01
0.631935000;1.044e+00;7.397e-01;4.448e-01;7.082e-01;4.258e-01;1.196e+00;1.044e+00;6.657e-01;4.003e-01;1.000e+01;7.116e-01;-4.430e-01;1.197e+00;5.000e+01;5.000e+01
0.636935000;1.044e+00;7.396e-01;4.448e-01;7.082e-01;4.258e-01;1.196e+00;1.044e+00;6.657e-01;4.003e-01;1.000e+01;7.116e-01;-4.430e-01;1.197e+00;5.000e+01;5.000e+01
0.642935000;1.044e+00;7.396e-01;4.448e-01;7.081e-01;4.259e-01;1.196e+00;1.044e+00;6.657e-01;4.003e-01;1.000e+01;7.115e-01;-4.430e-01;1.197e+00;5.000e+01;5.000e+01
0.644935000;1.044e+00;7.396e-01;4.448e-01;7.081e-01;4.259e-01;1.196e+00;1.044e+00;6.656e-01;4.003e-01;1.000e+01;7.115e-01;-4.430e-01;1.197e+00;5.000e+01;5.000e+01
0.667935000;1.044e+00;7.395e-01;4.449e-01;7.080e-01;4.260e-01;1.196e+00;1.044e+00;6.656e-01;4.004e-01;1.000e+01;7.114e-01;-4.431e-01;1.197e+00;5.000e+01;5.000e+01
0.722935000;1.044e+00;7.393e-01;4.451e-01;7.079e-01;4.261e-01;1.196e+00;1.044e+00;6.654e-01;4.006e-01;1.000e+01;7.112e-01;-4.433e-01;1.197e+00;5.000e+01;5.000e+01
0.808935000;1.044e+00;7.391e-01;4.454e-01;7.076e-01;4.264e-01;1.196e+00;1.044e+00;6.652e-01;4.008e-01;1.000e+01;7.110e-01;-4.436e-01;1.197e+00;5.000e+01;5.000e+01
0.834935000;1.044e+00;7.390e-01;4.455e-01;7.076e-01;4.265e-01;1.196e+00;1.044e+00;6.651e-01;4.009e-01;1.000e+01;7.110e-01;-4.437e-01;1.197e+00;5.000e+01;5.000e+01
0.907935000;1.044e+00;7.389e-01;4.457e-01;7.075e-01;4.267e-01;1.196e+00;1.044e+00;6.650e-01;4.011e-01;1.000e+01;7.109e-01;-4.439e-01;1.197e+00;5.000e+01;5.000e+01
0.948935000;1.044e+00;7.389e-01;4.458e-01;7.075e-01;4.269e-01;1.196e+00;1.044e+00;6.650e-01;4.012e-01;1.000e+01;7.108e-01;-4.440e-01;1.197e+00;5.000e+01;5.000e+01
1.111935000;1.044e+00;7.388e-01;4.463e-01;7.073e-01;4.273e-01;1.196e+00;1.044e+00;6.649e-01;4.017e-01;1.000e+01;7.107e-01;-4.445e-01;1.197e+00;5.000e+01;5.000e+01
1.224935000;1.044e+00;7.387e-01;4.466e-01;7.073e-01;4.276e-01;1.196e+00;1.044e+00;6.649e-01;4.020e-01;1.000e+01;7.107e-01;-4.448e-01;1.197e+00;5.000e+01;5.000e+01
1.387292000;1.044e+00;7.387e-01;4.471e-01;7.073e-01;4.280e-01;1.196e+00;1.044e+00;6.648e-01;4.024e-01;1.000e+01;7.107e-01;-4.452e-01;1.197e+00;5.000e+01;5.000e+01
1.432292000;1.044e+00;7.387e-01;4.472e-01;7.073e-01;4.281e-01;1.196e+00;1.044e+00;6.648e-01;4.025e-01;1.000e+01;7.107e-01;-4.453e-01;1.197e+00;5.000e+01;5.000e+01
1.510292000;1.044e+00;7.387e-01;4.474e-01;7.073e-01;4.283e-01;1.196e+00;1.044e+00;6.648e-01;4.026e-01;1.000e+01;7.107e-01;-4.454e-01;1.197e+00;5.000e+01;5.000e+01
1.574292000;1.044e+00;7.387e-01;4.475e-01;7.073e-01;4.285e-01;1.196e+00;1.044e+00;6.648e-01;4.027e-01;1.000e+01;7.106e-01;-4.456e-01;1.197e+00;5.000e+01;5.000e+01
1.629025000;1.044e+00;7.387e-01;4.476e-01;7.073e-01;4.286e-01;1.196e+00;1.044e+00;6.648e-01;4.028e-01;1.000e+01;7.106e-01;-4.457e-01;1.197e+00;5.000e+01;5.000e+01
1.630025000;1.044e+00;7.387e-01;4.476e-01;7.073e-01;4.286e-01;1.197e+00;1.044e+00;6.648e-01;4.028e-01;1.000e+01;7.106e-01;-4.457e-01;1.197e+00;5.000e+01;5.000e+01
2.052237000;1.044e+00;7.387e-01;4.484e-01;7.073e-01;4.293e-01;1.197e+00;1.044e+00;6.648e-01;4.036e-01;1.000e+01;7.106e-01;-4.465e-01;1.197e+00;5.000e+01;5.000e+01
3.178237000;1.044e+00;7.387e-01;4.495e-01;7.073e-01;4.304e-01;1.197e+00;1.044e+00;6.648e-01;4.046e-01;1.000e+01;7.106e-01;-4.475e-01;1.197e+00;5.000e+01;5.000e+01
3.334237000;1.044e+00;7.387e-01;4.496e-01;7.073e-01;4.304e-01;1.197e+00;1.044e+00;6.648e-01;4.046e-01;1.000e+01;7.106e-01;-4.475e-01;1.197e+00;5.000e+01;5.000e+01
3.499237000;1.044e+00;7.387e-01;4.496e-01;7.073e-01;4.305e-01;1.197e+00;1.044e+00;6.648e-01;4.046e-01;1.000e+01;7.106e-01;-4.476e-01;1.197e+00;5.000e+01;5.000e+01
3.972237000;1.044e+00;7.387e-01;4.496e-01;7.073e-01;4.304e-01;1.197e+00;1.044e+00;6.648e-01;4.046e-01;1.000e+01;7.106e-01;-4.476e-01;1.197e+00;5.000e+01;5.000e+01
8.139110000;1.044e+00;7.387e-01;4.476e-01;7.073e-01;4.286e-01;1.197e+00;1.044e+00;6.648e-01;4.028e-01;1.000e+01;7.106e-01;-4.457e-01;1.197e+00;5.000e+01;5.000e+01
8.140110000;1.044e+00;7.387e-01;4.476e-01;7.073e-01;4.286e-01;1.196e+00;1.044e+00;6.648e-01;4.028e-01;1.000e+01;7.106e-01;-4.457e-01;1.197e+00;5.000e+01;5.000e+01
8.467110000;1.044e+00;7.387e-01;4.475e-01;7.073e-01;4.285e-01;1.196e+00;1.044e+00;6.648e-01;4.028e-01;1.000e+01;7.106e-01;-4.456e-01;1.197e+00;5.000e+01;5.000e+01
9.425340000;1.044e+00;7.387e-01;4.473e-01;7.073e-01;4.282e-01;1.196e+00;1.044e+00;6.648e-01;4.025e-01;1.000e+01;7.106e-01;-4.453e-01;1.197e+00;5.000e+01;5.000e+01
9.513340000;1.044e+00;7.387e-01;4.472e-01;7.073e-01;4.282e-01;1.196e+00;1.044e+00;6.648e-01;4.025e-01;1.000e+01;7.106e-01;-4.453e-01;1.197e+00;5.000e+01;5.000e+01
10.053340000;1.044e+00;7.387e-01;4.472e-01;7.073e-01;4.281e-01;1.196e+00;1.044e+00;6.648e-01;4.025e-01;1.000e+01;7.106e-01;-4.453e-01;1.197e+00;5.000e+01;5.000e+01
10.180340000;1.044e+00;7.387e-01;4.472e-01;7.073e-01;4.281e-01;1.196e+00;1.044e+00;6.648e-01;4.024e-01;1.000e+01;7.106e-01;-4.453e-01;1.197e+00;5.000e+01;5.000e+01
19.989996000;1.044e+00;7.387e-01;4.475e-01;7.073e-01;4.285e-01;1.196e+00;1.044e+00;6.648e-01;4.027e-01;1.000e+01;7.106e-01;-4.456e-01;1.197e+00;5.000e+01;5.000e+01
19.989996000;1.044e+00;7.387e-01;4.478e-01;7.073e-01;4.287e-01;1.197e+00;1.044e+00;6.648e-01;4.030e-01;1.000e+01;7.107e-01;-4.447e-01;1.197e+00;5.000e+01;5.000e+01
19.989996000;1.044e+00;7.387e-01;4.478e-01;7.073e-01;4.287e-01;1.197e+00;1.044e+00;6.648e-01;4.030e-01;1.000e+01;7.107e-01;-4.445e-01;1.197e+00;5.000e+01;5.000e+01
19.989997000;1.044e+00;7.387e-01;4.477e-01;7.073e-01;4.287e-01;1.196e+00;1.044e+00;6.648e-01;4.030e-01;1.000e+01;7.107e-01;-4.445e-01;1.197e+00;5.000e+01;5.000e+01
19.989997000;1.044e+00;7.387e-01;4.477e-01;7.073e-01;4.287e-01;1.196e+00;1.044e+00;6.648e-01;4.029e-01;1.000e+01;7.106e-01;-4.445e-01;1.197e+00;5.000e+01;5.000e+01
19.990002000;1.044e+00;7.387e-01;4.474e-01;7.073e-01;4.283e-01;1.196e+00;1.044e+00;6.648e-01;4.026e-01;1.000e+01;7.106e-01;-4.462e-01;1.197e+00;5.000e+01;5.000e+01
19.990003000;1.044e+00;7.387e-01;4.473e-01;7.073e-01;4.282e-01;1.196e+00;1.044e+00;6.649e-01;4.026e-01;1.000e+01;7.106e-01;-4.466e-01;1.197e+00;5.000e+01;5.000e+01
19.990005000;1.045e+00;7.387e-01;4.472e-01;7.073e-01;4.281e-01;1.196e+00;1.045e+00;6.649e-01;4.025e-01;1.000e+01;7.106e-01;-4.474e-01;1.197e+00;5.000e+01;5.000e+01
19.990073000;1.045e+00;7.393e-01;4.426e-01;7.073e-01;4.234e-01;1.196e+00;1.045e+00;6.654e-01;3.983e-01;1.000e+01;7.104e-01;-4.757e-01;1.197e+00;5.000e+01;5.000e+01
19.990205000;1.047e+00;7.405e-01;4.347e-01;7.072e-01;4.152e-01;1.195e+00;1.047e+00;6.665e-01;3.912e-01;1.000e+01;7.100e-01;-5.244e-01;1.197e+00;5.000e+01;5.000e+01
19.990251000;1.048e+00;7.409e-01;4.322e-01;7.072e-01;4.126e-01;1.195e+00;1.048e+00;6.668e-01;3.890e-01;1.000e+01;7.099e-01;-5.395e-01;1.197e+00;4.999e+01;4.999e+01
19.990297000;1.048e+00;7.413e-01;4.299e-01;7.072e-01;4.102e-01;1.194e+00;1.048e+00;6.672e-01;3.869e-01;1.000e+01;7.098e-01;-5.538e-01;1.197e+00;4.999e+01;4.999e+01
19.990699000;1.053e+00;7.449e-01;4.146e-01;7.071e-01;3.936e-01;1.194e+00;1.053e+00;6.704e-01;3.732e-01;1.000e+01;7.088e-01;-6.488e-01;1.197e+00;4.999e+01;4.999e+01
19.990731000;1.054e+00;7.451e-01;4.137e-01;7.071e-01;3.926e-01;1.195e+00;1.054e+00;6.706e-01;3.723e-01;1.000e+01;7.087e-01;-6.545e-01;1.197e+00;4.999e+01;4.999e+01
19.990795000;1.055e+00;7.457e-01;4.120e-01;7.071e-01;3.907e-01;1.195e+00;1.055e+00;6.711e-01;3.708e-01;1.000e+01;7.085e-01;-6.651e-01;1.197e+00;4.998e+01;4.998e+01
19.991083000;1.058e+00;7.482e-01;4.059e-01;7.070e-01;3.835e-01;1.196e+00;1.058e+00;6.733e-01;3.653e-01;1.000e+01;7.079e-01;-7.032e-01;1.197e+00;4.998e+01;4.998e+01
19.991458000;1.063e+00;7.513e-01;4.007e-01;7.067e-01;3.769e-01;1.200e+00;1.063e+00;6.762e-01;3.606e-01;1.000e+01;7.071e-01;-7.349e-01;1.197e+00;4.998e+01;4.998e+01
