time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Bess_GEN_ActivePowerSetpointPu;Bess_GEN_ReactivePowerSetpointPu;Bess_GEN_AVRSetpointPu;Bess_GEN_InjectedActiveCurrent;Bess_GEN_InjectedReactiveCurrent
30.027733000;1.000e-05;8.334e-06;-1.667e-05;-3.193e-09;1.379e-09;1.000e-05;5.003e-06;-9.999e-06;1.000e+01;-6.665e-01;-2.057e-01;-2.057e-01;-6.994e-01;-7.021e-01
30.033262000;9.997e-06;1.001e-05;-1.667e-05;-7.574e-09;2.846e-09;1.001e-05;6.004e-06;-9.995e-06;1.000e+01;-6.665e-01;-2.057e-01;-2.057e-01;-6.978e-01;-7.983e-01
30.039253000;1.100e-05;1.000e-05;-1.833e-05;-6.961e-09;4.697e-10;1.100e-05;5.996e-06;-1.100e-05;1.000e+01;-6.665e-01;-2.057e-01;-2.057e-01;-6.965e-01;-8.764e-01
30.039714000;1.100e-05;1.000e-05;-1.833e-05;-6.818e-09;5.076e-10;1.100e-05;5.995e-06;-1.100e-05;1.000e+01;-6.665e-01;-2.057e-01;-2.057e-01;-6.965e-01;-8.815e-01
30.040958000;1.100e-05;1.000e-05;-1.833e-05;-6.416e-09;6.687e-10;1.100e-05;5.995e-06;-1.100e-05;1.000e+01;-6.665e-01;-2.057e-01;-2.057e-01;-6.962e-01;-8.946e-01
30.044690000;1.100e-05;1.167e-05;-1.833e-05;-5.954e-09;1.547e-09;1.100e-05;6.995e-06;-1.100e-05;1.000e+01;-6.665e-01;-2.057e-01;-2.057e-01;-6.957e-01;-9.296e-01
30.045520000;1.200e-05;1.167e-05;-2.000e-05;-6.027e-09;1.745e-09;1.200e-05;6.995e-06;-1.200e-05;1.000e+01;-6.665e-01;-2.057e-01;-2.057e-01;-6.955e-01;-9.365e-01
30.045934000;1.200e-05;1.167e-05;-2.000e-05;-6.077e-09;1.826e-09;1.200e-05;6.995e-06;-1.200e-05;1.000e+01;-6.665e-01;-2.057e-01;-2.057e-01;-6.955e-01;-9.399e-01
30.050496000;1.200e-05;1.167e-05;-2.000e-05;-6.565e-09;2.061e-09;1.200e-05;6.998e-06;-1.200e-05;1.000e+01;-6.665e-01;-2.057e-01;-2.057e-01;-6.949e-01;-9.725e-01
30.052358000;1.300e-05;1.167e-05;-2.168e-05;-6.286e-09;2.553e-09;1.300e-05;7.002e-06;-1.300e-05;1.000e+01;-6.665e-01;-2.057e-01;-2.057e-01;-6.948e-01;-9.839e-01
30.052374000;1.300e-05;1.167e-05;-2.168e-05;-6.221e-09;2.586e-09;1.300e-05;7.002e-06;-1.300e-05;1.000e+01;-6.665e-01;-2.057e-01;-2.057e-01;-6.947e-01;-9.840e-01
30.053366000;1.300e-05;1.167e-05;-2.168e-05;-5.822e-09;2.688e-09;1.300e-05;7.003e-06;-1.300e-05;1.000e+01;-6.665e-01;-2.057e-01;-2.057e-01;-6.947e-01;-9.896e-01
30.058486000;1.300e-05;1.167e-05;-2.334e-05;-4.731e-09;3.258e-09;1.300e-05;7.004e-06;-1.400e-05;1.000e+01;-6.665e-01;-2.057e-01;-2.057e-01;-6.942e-01;-1.015e+00
30.062070000;1.400e-05;1.167e-05;-2.333e-05;-3.966e-09;4.005e-09;1.400e-05;7.005e-06;-1.400e-05;1.000e+01;-6.665e-01;-2.057e-01;-2.057e-01;-6.940e-01;-1.029e+00
30.065142000;1.400e-05;1.166e-05;-2.500e-05;-3.495e-09;4.256e-09;1.400e-05;7.005e-06;-1.500e-05;1.000e+01;-6.665e-01;-2.057e-01;-2.057e-01;-6.938e-01;-1.039e+00
30.066678000;1.500e-05;1.166e-05;-2.500e-05;-3.384e-09;4.141e-09;1.500e-05;7.005e-06;-1.500e-05;1.000e+01;-6.665e-01;-2.057e-01;-2.057e-01;-6.938e-01;-1.043e+00
30.067190000;1.500e-05;1.166e-05;-2.500e-05;-3.356e-09;4.078e-09;1.500e-05;7.005e-06;-1.500e-05;1.000e+01;-6.665e-01;-2.057e-01;-2.057e-01;-6.937e-01;-1.045e+00
30.070262000;1.500e-05;1.166e-05;-2.667e-05;-3.105e-09;3.578e-09;1.500e-05;7.004e-06;-1.600e-05;1.000e+01;-6.665e-01;-2.057e-01;-2.057e-01;-6.936e-01;-1.053e+00
30.074358000;1.600e-05;1.166e-05;-2.833e-05;-2.662e-09;2.352e-09;1.600e-05;7.001e-06;-1.700e-05;1.000e+01;-6.665e-01;-2.057e-01;-2.057e-01;-6.935e-01;-1.061e+00
30.074870000;1.600e-05;1.166e-05;-2.833e-05;-2.641e-09;2.150e-09;1.600e-05;7.000e-06;-1.700e-05;1.000e+01;-6.665e-01;-2.057e-01;-2.057e-01;-6.934e-01;-1.062e+00
30.078104000;1.600e-05;9.995e-06;-2.833e-05;-3.543e-09;-6.916e-10;1.600e-05;5.997e-06;-1.700e-05;1.000e+01;-6.665e-01;-2.057e-01;-2.057e-01;-6.934e-01;-1.068e+00
30.078360000;1.600e-05;9.995e-06;-2.833e-05;-3.656e-09;-8.605e-10;1.600e-05;5.997e-06;-1.700e-05;1.000e+01;-6.665e-01;-2.057e-01;-2.057e-01;-6.933e-01;-1.068e+00
30.081284000;1.600e-05;9.996e-06;-3.000e-05;-4.109e-09;-1.513e-09;1.600e-05;5.998e-06;-1.800e-05;1.000e+01;-6.665e-01;-2.057e-01;-2.057e-01;-6.933e-01;-1.073e+00
30.082184000;1.700e-05;9.996e-06;-3.000e-05;-4.209e-09;-1.673e-09;1.700e-05;5.998e-06;-1.800e-05;1.000e+01;-6.665e-01;-2.057e-01;-2.057e-01;-6.933e-01;-1.074e+00
30.083084000;1.700e-05;9.996e-06;-3.000e-05;-4.297e-09;-1.832e-09;1.700e-05;5.998e-06;-1.800e-05;1.000e+01;-6.665e-01;-2.057e-01;-2.057e-01;-6.932e-01;-1.075e+00
30.087584000;1.700e-05;8.331e-06;-3.167e-05;-4.569e-09;-2.648e-09;1.700e-05;5.000e-06;-1.900e-05;1.000e+01;-6.665e-01;-2.057e-01;-2.057e-01;-6.932e-01;-1.080e+00
30.088484000;1.700e-05;8.331e-06;-3.167e-05;-4.596e-09;-2.810e-09;1.700e-05;5.001e-06;-1.900e-05;1.000e+01;-6.665e-01;-2.057e-01;-2.057e-01;-6.931e-01;-1.081e+00
30.094784000;1.800e-05;6.669e-06;-3.333e-05;-4.755e-09;-4.044e-09;1.800e-05;4.005e-06;-2.000e-05;1.000e+01;-6.665e-01;-2.057e-01;-2.057e-01;-6.931e-01;-1.086e+00
30.095684000;1.800e-05;6.669e-06;-3.333e-05;-4.778e-09;-4.260e-09;1.800e-05;4.005e-06;-2.000e-05;1.000e+01;-6.665e-01;-2.057e-01;-2.057e-01;-6.930e-01;-1.087e+00
30.105584000;1.900e-05;3.347e-06;-3.500e-05;-4.750e-09;-7.225e-09;1.900e-05;2.016e-06;-2.101e-05;1.000e+01;-6.665e-01;-2.057e-01;-2.057e-01;-6.930e-01;-1.092e+00
30.106484000;1.900e-05;3.348e-06;-3.667e-05;-4.669e-09;-7.524e-09;1.900e-05;2.017e-06;-2.201e-05;1.000e+01;-6.665e-01;-2.057e-01;-2.057e-01;-6.929e-01;-1.092e+00
30.110084000;1.901e-05;1.688e-06;-3.667e-05;-4.117e-09;-8.581e-09;1.900e-05;1.023e-06;-2.201e-05;1.000e+01;-6.665e-01;-2.057e-01;-2.057e-01;-6.929e-01;-1.094e+00
30.129884000;1.901e-05;-6.550e-06;-3.667e-05;1.241e-08;-4.096e-09;1.900e-05;-3.869e-06;-2.200e-05;1.000e+01;-6.665e-01;-2.057e-01;-2.057e-01;-6.929e-01;-1.098e+00
30.135284000;1.900e-05;-9.820e-06;-3.500e-05;2.384e-08;-1.150e-09;1.900e-05;-5.793e-06;-2.100e-05;1.000e+01;-6.665e-01;-2.057e-01;-2.057e-01;-6.929e-01;-1.098e+00
30.136284000;1.900e-05;-9.807e-06;-3.500e-05;2.623e-08;-7.149e-10;1.900e-05;-5.777e-06;-2.100e-05;1.000e+01;-6.665e-01;-2.057e-01;-2.057e-01;-6.928e-01;-1.098e+00
30.149994000;1.800e-05;-1.453e-05;-3.000e-05;8.613e-08;1.739e-09;1.800e-05;-8.386e-06;-1.800e-05;1.000e+01;-6.665e-01;-2.057e-01;-2.057e-01;-6.928e-01;-1.099e+00
30.149994000;1.472e+00;7.734e-01;-1.749e+00;5.254e-01;-1.188e+00;1.472e+00;4.640e-01;-1.050e+00;1.000e+01;-6.665e-01;-2.057e-01;-2.057e-01;-6.928e-01;-1.099e+00
30.151756000;1.610e+00;-5.237e-02;-2.091e+00;-3.253e-02;-1.299e+00;1.610e+00;-3.142e-02;-1.255e+00;1.000e+01;-6.665e-01;-2.057e-01;-2.057e-01;-6.928e-01;-1.099e+00
30.151788000;1.611e+00;-8.524e-02;-2.091e+00;-5.292e-02;-1.298e+00;1.611e+00;-5.114e-02;-1.255e+00;1.000e+01;-6.665e-01;-2.057e-01;-2.057e-01;-6.928e-01;-1.099e+00
30.151820000;1.612e+00;-1.189e-01;-2.091e+00;-7.379e-02;-1.297e+00;1.612e+00;-7.136e-02;-1.254e+00;1.000e+01;-6.665e-01;-2.057e-01;-2.057e-01;-6.928e-01;-1.099e+00
30.151884000;1.613e+00;-1.887e-01;-2.087e+00;-1.170e-01;-1.294e+00;1.613e+00;-1.132e-01;-1.252e+00;1.000e+01;-6.665e-01;-2.057e-01;-2.057e-01;-6.928e-01;-1.099e+00
30.153170000;1.213e+00;-1.332e+00;-8.434e-01;-1.098e+00;-6.953e-01;1.213e+00;-7.990e-01;-5.060e-01;1.000e+01;-6.665e-01;-2.057e-01;-2.057e-01;-6.928e-01;-1.099e+00
30.153989000;7.887e-01;-1.024e+00;-2.459e-02;-1.299e+00;-3.119e-02;7.887e-01;-6.147e-01;-1.476e-02;1.000e+01;-6.665e-01;-2.057e-01;-2.057e-01;-6.928e-01;-1.099e+00
30.154593000;5.978e-01;-7.472e-01;2.123e-01;-1.250e+00;3.551e-01;5.978e-01;-4.483e-01;1.274e-01;1.000e+01;-6.665e-01;-2.057e-01;-2.057e-01;-6.928e-01;-1.099e+00
30.154610000;5.938e-01;-7.407e-01;2.164e-01;-1.247e+00;3.643e-01;5.938e-01;-4.444e-01;1.298e-01;1.000e+01;-6.665e-01;-2.057e-01;-2.057e-01;-6.928e-01;-1.099e+00
30.155358000;4.719e-01;-5.205e-01;3.242e-01;-1.103e+00;6.870e-01;4.719e-01;-3.123e-01;1.945e-01;1.000e+01;-6.665e-01;-2.057e-01;-2.057e-01;-6.928e-01;-1.099e+00
30.155851000;4.299e-01;-4.326e-01;3.534e-01;-1.006e+00;8.220e-01;4.299e-01;-2.596e-01;2.120e-01;1.000e+01;-6.665e-01;-2.057e-01;-2.057e-01;-6.928e-01;-1.099e+00
30.156280000;4.070e-01;-3.805e-01;3.673e-01;-9.350e-01;9.024e-01;4.070e-01;-2.283e-01;2.204e-01;1.000e+01;-6.665e-01;-2.057e-01;-2.057e-01;-6.928e-01;-1.099e+00
30.156341000;4.045e-01;-3.745e-01;3.688e-01;-9.259e-01;9.117e-01;4.045e-01;-2.247e-01;2.213e-01;1.000e+01;-6.665e-01;-2.057e-01;-2.057e-01;-6.928e-01;-1.099e+00
30.156402000;4.021e-01;-3.688e-01;3.701e-01;-9.172e-01;9.205e-01;4.021e-01;-2.213e-01;2.221e-01;1.000e+01;-6.665e-01;-2.057e-01;-2.057e-01;-6.928e-01;-1.099e+00
30.157492000;3.763e-01;-3.032e-01;3.836e-01;-8.058e-01;1.019e+00;3.763e-01;-1.819e-01;2.302e-01;1.000e+01;-6.665e-01;-2.057e-01;-2.057e-01;-6.928e-01;-1.099e+00
30.157768000;3.729e-01;-2.941e-01;3.852e-01;-7.886e-01;1.033e+00;3.729e-01;-1.765e-01;2.311e-01;1.000e+01;-6.665e-01;-2.057e-01;-2.057e-01;-6.928e-01;-1.099e+00
30.157933000;3.713e-01;-2.896e-01;3.860e-01;-7.799e-01;1.039e+00;3.713e-01;-1.737e-01;2.316e-01;1.000e+01;-6.665e-01;-2.057e-01;-2.057e-01;-6.928e-01;-1.099e+00
30.158098000;3.699e-01;-2.856e-01;3.866e-01;-7.721e-01;1.045e+00;3.699e-01;-1.714e-01;2.320e-01;1.000e+01;-6.665e-01;-2.057e-01;-2.057e-01;-6.928e-01;-1.099e+00
30.158484000;3.673e-01;-2.782e-01;3.878e-01;-7.575e-01;1.056e+00;3.673e-01;-1.669e-01;2.327e-01;1.000e+01;-6.665e-01;-2.057e-01;-2.057e-01;-6.928e-01;-1.099e+00
30.158704000;3.661e-01;-2.749e-01;3.883e-01;-7.509e-01;1.061e+00;3.661e-01;-1.649e-01;2.330e-01;1.000e+01;-6.665e-01;-2.057e-01;-2.057e-01;-6.928e-01;-1.099e+00
30.159443000;3.635e-01;-2.674e-01;3.894e-01;-7.356e-01;1.071e+00;3.635e-01;-1.604e-01;2.337e-01;1.000e+01;-6.665e-01;-2.057e-01;-2.057e-01;-6.928e-01;-1.099e+00
30.159839000;3.627e-01;-2.649e-01;3.898e-01;-7.304e-01;1.075e+00;3.627e-01;-1.589e-01;2.339e-01;1.000e+01;-6.665e-01;-2.057e-01;-2.057e-01;-6.928e-01;-1.099e+00
30.160137000;3.622e-01;-2.635e-01;3.900e-01;-7.276e-01;1.077e+00;3.622e-01;-1.581e-01;2.340e-01;1.000e+01;-6.665e-01;-2.057e-01;-2.057e-01;-6.928e-01;-1.099e+00
30.160633000;3.616e-01;-2.618e-01;3.902e-01;-7.241e-01;1.079e+00;3.616e-01;-1.571e-01;2.341e-01;1.000e+01;-6.665e-01;-2.057e-01;-2.057e-01;-6.928e-01;-1.099e+00
30.161426000;3.611e-01;-2.603e-01;3.905e-01;-7.208e-01;1.081e+00;3.611e-01;-1.562e-01;2.343e-01;1.000e+01;-6.665e-01;-2.057e-01;-2.057e-01;-6.928e-01;-1.100e+00
30.162140000;3.608e-01;-2.595e-01;3.906e-01;-7.192e-01;1.082e+00;3.608e-01;-1.557e-01;2.343e-01;1.000e+01;-6.665e-01;-2.057e-01;-2.057e-01;-6.928e-01;-1.100e+00
30.162319000;3.608e-01;-2.594e-01;3.906e-01;-7.190e-01;1.083e+00;3.608e-01;-1.556e-01;2.344e-01;1.000e+01;-6.665e-01;-2.057e-01;-2.057e-01;-6.928e-01;-1.100e+00
30.163212000;3.606e-01;-2.590e-01;3.906e-01;-7.182e-01;1.083e+00;3.606e-01;-1.554e-01;2.344e-01;1.000e+01;-6.665e-01;-2.057e-01;-2.057e-01;-6.928e-01;-1.100e+00
30.163926000;3.606e-01;-2.589e-01;3.906e-01;-7.180e-01;1.083e+00;3.606e-01;-1.553e-01;2.344e-01;1.000e+01;-6.665e-01;-2.057e-01;-2.057e-01;-6.928e-01;-1.100e+00
30.164247000;3.606e-01;-2.589e-01;3.906e-01;-7.179e-01;1.083e+00;3.606e-01;-1.553e-01;2.344e-01;1.000e+01;-6.665e-01;-2.057e-01;-2.057e-01;-6.928e-01;-1.100e+00
30.164890000;3.606e-01;-2.588e-01;3.906e-01;-7.179e-01;1.083e+00;3.606e-01;-1.553e-01;2.344e-01;1.000e+01;-6.665e-01;-2.057e-01;-2.057e-01;-6.928e-01;-1.100e+00
30.276905000;3.626e-01;-2.653e-01;3.896e-01;-7.318e-01;1.074e+00;3.626e-01;-1.592e-01;2.338e-01;1.000e+01;-6.665e-01;-2.057e-01;-2.057e-01;-6.928e-01;-1.100e+00
30.371905000;3.636e-01;-2.682e-01;3.892e-01;-7.376e-01;1.070e+00;3.636e-01;-1.609e-01;2.335e-01;1.000e+01;-6.665e-01;-2.057e-01;-2.057e-01;-6.928e-01;-1.100e+00
30.408905000;3.638e-01;-2.689e-01;3.891e-01;-7.390e-01;1.070e+00;3.638e-01;-1.613e-01;2.335e-01;1.000e+01;-6.665e-01;-2.057e-01;-2.057e-01;-6.928e-01;-1.100e+00
30.423905000;3.639e-01;-2.691e-01;3.890e-01;-7.395e-01;1.069e+00;3.639e-01;-1.615e-01;2.334e-01;1.000e+01;-6.665e-01;-2.057e-01;-2.057e-01;-6.928e-01;-1.100e+00
30.425905000;3.639e-01;-2.691e-01;3.890e-01;-7.396e-01;1.069e+00;3.639e-01;-1.615e-01;2.334e-01;1.000e+01;-6.665e-01;-2.057e-01;-2.057e-01;-6.928e-01;-1.100e+00
30.704905000;3.645e-01;-2.710e-01;3.888e-01;-7.434e-01;1.066e+00;3.645e-01;-1.626e-01;2.333e-01;1.000e+01;-6.665e-01;-2.057e-01;-2.057e-01;-6.928e-01;-1.100e+00
30.741905000;3.646e-01;-2.710e-01;3.888e-01;-7.435e-01;1.066e+00;3.646e-01;-1.626e-01;2.333e-01;1.000e+01;-6.665e-01;-2.057e-01;-2.057e-01;-6.928e-01;-1.100e+00
30.960905000;3.646e-01;-2.713e-01;3.887e-01;-7.439e-01;1.066e+00;3.646e-01;-1.628e-01;2.332e-01;1.000e+01;-6.665e-01;-2.057e-01;-2.057e-01;-6.928e-01;-1.100e+00
30.998905000;3.646e-01;-2.713e-01;3.887e-01;-7.440e-01;1.066e+00;3.646e-01;-1.628e-01;2.332e-01;1.000e+01;-6.665e-01;-2.057e-01;-2.057e-01;-6.928e-01;-1.100e+00
100.000000000;3.646e-01;-2.713e-01;3.887e-01;-7.440e-01;1.066e+00;3.646e-01;-1.628e-01;2.332e-01;1.000e+01;-6.665e-01;-2.057e-01;-2.057e-01;-6.928e-01;-1.100e+00
