time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Bess_GEN_UPuInjTerminal;Bess_GEN_IpInjTerminal;Bess_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Bess_GEN_ActivePowerSetpointPu;Bess_GEN_ReactivePowerSetpointPu
30.152061000;1.110e+00;7.750e-01;1.216e+00;6.983e-01;1.096e+00;1.110e+00;6.981e-01;1.096e+00;1.110e+00;3.875e-03;6.082e-03;1.000e+01;6.660e-01;9.000e-05
30.152125000;1.110e+00;7.746e-01;1.217e+00;6.979e-01;1.096e+00;1.110e+00;6.978e-01;1.096e+00;1.110e+00;3.873e-03;6.083e-03;1.000e+01;6.660e-01;9.000e-05
30.155868000;1.110e+00;7.694e-01;1.221e+00;6.930e-01;1.099e+00;1.110e+00;6.929e-01;1.099e+00;1.110e+00;3.847e-03;6.103e-03;1.000e+01;6.660e-01;9.000e-05
30.156124000;1.110e+00;7.694e-01;1.221e+00;6.930e-01;1.099e+00;1.110e+00;6.929e-01;1.100e+00;1.110e+00;3.847e-03;6.103e-03;1.000e+01;6.660e-01;9.000e-05
30.157216000;1.110e+00;7.692e-01;1.221e+00;6.929e-01;1.099e+00;1.110e+00;6.927e-01;1.100e+00;1.110e+00;3.846e-03;6.103e-03;1.000e+01;6.660e-01;9.000e-05
30.157280000;1.110e+00;7.694e-01;1.221e+00;6.930e-01;1.099e+00;1.110e+00;6.929e-01;1.100e+00;1.110e+00;3.847e-03;6.103e-03;1.000e+01;6.660e-01;9.000e-05
30.157344000;1.110e+00;7.694e-01;1.220e+00;6.930e-01;1.099e+00;1.110e+00;6.929e-01;1.099e+00;1.110e+00;3.847e-03;6.102e-03;1.000e+01;6.660e-01;9.000e-05
30.159804000;1.108e+00;7.906e-01;1.191e+00;7.136e-01;1.075e+00;1.108e+00;7.135e-01;1.075e+00;1.108e+00;3.953e-03;5.956e-03;1.000e+01;6.660e-01;9.000e-05
30.161610000;1.104e+00;8.060e-01;1.143e+00;7.301e-01;1.036e+00;1.104e+00;7.300e-01;1.036e+00;1.104e+00;4.030e-03;5.716e-03;1.000e+01;6.660e-01;9.000e-05
30.162611000;1.101e+00;8.108e-01;1.110e+00;7.363e-01;1.008e+00;1.101e+00;7.362e-01;1.008e+00;1.101e+00;4.054e-03;5.549e-03;1.000e+01;6.660e-01;9.000e-05
30.164112000;1.096e+00;8.138e-01;1.053e+00;7.422e-01;9.605e-01;1.097e+00;7.421e-01;9.605e-01;1.096e+00;4.069e-03;5.266e-03;1.000e+01;6.660e-01;9.000e-05
30.166447000;1.088e+00;8.112e-01;9.548e-01;7.455e-01;8.774e-01;1.088e+00;7.453e-01;8.775e-01;1.088e+00;4.056e-03;4.774e-03;1.000e+01;6.660e-01;9.000e-05
30.166781000;1.087e+00;8.102e-01;9.402e-01;7.454e-01;8.650e-01;1.087e+00;7.455e-01;8.651e-01;1.087e+00;4.051e-03;4.701e-03;1.000e+01;6.660e-01;9.000e-05
30.173034000;1.063e+00;7.812e-01;6.676e-01;7.348e-01;6.280e-01;1.063e+00;7.347e-01;6.281e-01;1.063e+00;3.906e-03;3.338e-03;1.000e+01;6.660e-01;9.000e-05
30.178922000;1.045e+00;7.496e-01;4.632e-01;7.176e-01;4.434e-01;1.045e+00;7.175e-01;4.436e-01;1.045e+00;3.748e-03;2.316e-03;1.000e+01;6.660e-01;9.000e-05
30.185834000;1.028e+00;7.184e-01;2.876e-01;6.987e-01;2.797e-01;1.028e+00;6.987e-01;2.799e-01;1.028e+00;3.592e-03;1.438e-03;1.000e+01;6.660e-01;9.000e-05
30.191364000;1.018e+00;6.998e-01;1.862e-01;6.872e-01;1.828e-01;1.018e+00;6.871e-01;1.830e-01;1.018e+00;3.499e-03;9.310e-04;1.000e+01;6.660e-01;9.000e-05
30.192286000;1.017e+00;6.972e-01;1.722e-01;6.855e-01;1.693e-01;1.017e+00;6.855e-01;1.693e-01;1.017e+00;3.486e-03;8.610e-04;1.000e+01;6.660e-01;9.000e-05
30.193207000;1.016e+00;6.948e-01;1.586e-01;6.841e-01;1.561e-01;1.016e+00;6.840e-01;1.563e-01;1.016e+00;3.474e-03;7.930e-04;1.000e+01;6.660e-01;9.000e-05
30.194129000;1.014e+00;6.924e-01;1.458e-01;6.825e-01;1.437e-01;1.014e+00;6.825e-01;1.439e-01;1.014e+00;3.462e-03;7.290e-04;1.000e+01;6.660e-01;9.000e-05
30.194590000;1.014e+00;6.912e-01;1.396e-01;6.818e-01;1.377e-01;1.014e+00;6.817e-01;1.379e-01;1.014e+00;3.456e-03;6.980e-04;1.000e+01;6.660e-01;9.000e-05
30.195511000;1.013e+00;6.892e-01;1.278e-01;6.806e-01;1.262e-01;1.013e+00;6.805e-01;1.264e-01;1.013e+00;3.446e-03;6.390e-04;1.000e+01;6.660e-01;9.000e-05
30.197354000;1.011e+00;6.852e-01;1.058e-01;6.781e-01;1.047e-01;1.011e+00;6.780e-01;1.049e-01;1.011e+00;3.426e-03;5.290e-04;1.000e+01;6.660e-01;9.000e-05
30.197991000;1.010e+00;6.840e-01;9.880e-02;6.773e-01;9.784e-02;1.010e+00;6.773e-01;9.784e-02;1.010e+00;3.420e-03;4.940e-04;1.000e+01;6.660e-01;9.000e-05
30.200768000;1.007e+00;6.792e-01;7.240e-02;6.743e-01;7.188e-02;1.007e+00;6.743e-01;7.208e-02;1.007e+00;3.396e-03;3.620e-04;1.000e+01;6.660e-01;9.000e-05
30.208448000;1.003e+00;6.710e-01;3.000e-02;6.690e-01;2.991e-02;1.003e+00;6.690e-01;2.991e-02;1.003e+00;3.355e-03;1.500e-04;1.000e+01;6.660e-01;9.000e-05
30.209984000;1.003e+00;6.700e-01;2.500e-02;6.683e-01;2.494e-02;1.003e+00;6.683e-01;2.494e-02;1.003e+00;3.350e-03;1.250e-04;1.000e+01;6.660e-01;9.000e-05
30.210240000;1.002e+00;6.700e-01;2.420e-02;6.684e-01;2.414e-02;1.002e+00;6.684e-01;2.434e-02;1.002e+00;3.350e-03;1.210e-04;1.000e+01;6.660e-01;9.000e-05
30.211264000;1.002e+00;6.694e-01;2.140e-02;6.680e-01;2.135e-02;1.002e+00;6.680e-01;2.155e-02;1.002e+00;3.347e-03;1.070e-04;1.000e+01;6.660e-01;9.000e-05
30.222528000;1.000e+00;6.660e-01;5.000e-03;6.657e-01;4.998e-03;1.001e+00;6.657e-01;4.997e-03;1.000e+00;3.330e-03;2.500e-05;1.000e+01;6.660e-01;9.000e-05
30.222989000;1.000e+00;6.658e-01;4.600e-03;6.655e-01;4.598e-03;1.000e+00;6.655e-01;4.798e-03;1.000e+00;3.329e-03;2.300e-05;1.000e+01;6.660e-01;9.000e-05
30.231283000;1.000e+00;6.652e-01;1.200e-03;6.651e-01;1.200e-03;1.000e+00;6.651e-01;1.200e-03;1.000e+00;3.326e-03;5.995e-06;1.000e+01;6.660e-01;9.000e-05
30.245199000;1.000e+00;6.654e-01;-4.000e-04;6.654e-01;-4.000e-04;1.000e+00;6.654e-01;-2.000e-04;1.000e+00;3.327e-03;-2.003e-06;1.000e+01;6.660e-01;9.000e-05
30.248517000;1.000e+00;6.654e-01;-4.000e-04;6.654e-01;-4.000e-04;1.000e+00;6.654e-01;-4.000e-04;1.000e+00;3.327e-03;-2.002e-06;1.000e+01;6.660e-01;9.000e-05
100.000000000;1.000e+00;6.660e-01;1.562e-09;6.660e-01;1.371e-09;1.000e+00;6.660e-01;-2.377e-09;1.000e+00;3.330e-03;-3.030e-09;1.000e+01;6.660e-01;9.000e-05
