time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Wind_Turbine_GEN_UPuInjTerminal;Wind_Turbine_GEN_IpInjTerminal;Wind_Turbine_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_VoltageSetpointPu;InfiniteBus_BUS_NetworkFrequencyPu;NetworkFrequencyPu
0.119940000;1.044e+00;8.336e-01;-2.596e-02;7.981e-01;-2.486e-02;1.037e+00;1.057e+00;8.084e-01;3.297e-02;1.044e+00;7.503e-01;-2.337e-02;1.000e+01;8.333e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
0.122940000;1.044e+00;8.336e-01;-2.577e-02;7.981e-01;-2.467e-02;1.037e+00;1.057e+00;8.083e-01;3.315e-02;1.044e+00;7.502e-01;-2.319e-02;1.000e+01;8.333e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
0.126940000;1.044e+00;8.336e-01;-2.552e-02;7.981e-01;-2.443e-02;1.037e+00;1.057e+00;8.083e-01;3.339e-02;1.044e+00;7.502e-01;-2.296e-02;1.000e+01;8.333e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
0.130940000;1.044e+00;8.336e-01;-2.526e-02;7.981e-01;-2.419e-02;1.037e+00;1.057e+00;8.083e-01;3.363e-02;1.044e+00;7.502e-01;-2.274e-02;1.000e+01;8.333e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
0.138940000;1.044e+00;8.336e-01;-2.477e-02;7.981e-01;-2.371e-02;1.037e+00;1.057e+00;8.082e-01;3.409e-02;1.044e+00;7.502e-01;-2.229e-02;1.000e+01;8.333e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
0.166940000;1.044e+00;8.337e-01;-2.309e-02;7.982e-01;-2.211e-02;1.038e+00;1.058e+00;8.082e-01;3.568e-02;1.044e+00;7.503e-01;-2.078e-02;1.000e+01;8.333e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
0.280940000;1.044e+00;8.337e-01;-1.702e-02;7.982e-01;-1.629e-02;1.039e+00;1.058e+00;8.079e-01;4.139e-02;1.044e+00;7.503e-01;-1.532e-02;1.000e+01;8.333e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
0.286940000;1.044e+00;8.337e-01;-1.673e-02;7.982e-01;-1.602e-02;1.039e+00;1.058e+00;8.078e-01;4.166e-02;1.044e+00;7.503e-01;-1.506e-02;1.000e+01;8.333e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
0.288940000;1.044e+00;8.337e-01;-1.664e-02;7.982e-01;-1.593e-02;1.039e+00;1.058e+00;8.078e-01;4.175e-02;1.044e+00;7.503e-01;-1.498e-02;1.000e+01;8.333e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
0.289940000;1.044e+00;8.337e-01;-1.659e-02;7.982e-01;-1.589e-02;1.039e+00;1.058e+00;8.078e-01;4.179e-02;1.044e+00;7.503e-01;-1.493e-02;1.000e+01;8.333e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
0.405940000;1.044e+00;8.336e-01;-1.181e-02;7.981e-01;-1.131e-02;1.041e+00;1.059e+00;8.075e-01;4.628e-02;1.044e+00;7.503e-01;-1.063e-02;1.000e+01;8.333e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
0.422940000;1.044e+00;8.336e-01;-1.122e-02;7.981e-01;-1.074e-02;1.041e+00;1.059e+00;8.074e-01;4.684e-02;1.044e+00;7.502e-01;-1.009e-02;1.000e+01;8.333e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
0.430940000;1.044e+00;8.336e-01;-1.094e-02;7.981e-01;-1.048e-02;1.041e+00;1.059e+00;8.074e-01;4.709e-02;1.044e+00;7.502e-01;-9.849e-03;1.000e+01;8.333e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
0.466940000;1.044e+00;8.336e-01;-9.784e-03;7.981e-01;-9.368e-03;1.042e+00;1.059e+00;8.073e-01;4.818e-02;1.044e+00;7.502e-01;-8.806e-03;1.000e+01;8.333e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
0.582940000;1.044e+00;8.335e-01;-6.731e-03;7.981e-01;-6.445e-03;1.042e+00;1.059e+00;8.071e-01;5.105e-02;1.044e+00;7.502e-01;-6.058e-03;1.000e+01;8.333e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
0.583940000;1.044e+00;8.335e-01;-6.709e-03;7.981e-01;-6.423e-03;1.042e+00;1.059e+00;8.071e-01;5.107e-02;1.044e+00;7.502e-01;-6.038e-03;1.000e+01;8.333e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
0.585940000;1.044e+00;8.335e-01;-6.664e-03;7.981e-01;-6.381e-03;1.042e+00;1.059e+00;8.071e-01;5.111e-02;1.044e+00;7.502e-01;-5.998e-03;1.000e+01;8.333e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
0.806906000;1.044e+00;8.335e-01;-3.140e-03;7.980e-01;-3.006e-03;1.044e+00;1.059e+00;8.068e-01;5.441e-02;1.044e+00;7.501e-01;-2.826e-03;1.000e+01;8.333e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
0.857906000;1.044e+00;8.335e-01;-2.633e-03;7.980e-01;-2.521e-03;1.044e+00;1.059e+00;8.068e-01;5.489e-02;1.044e+00;7.501e-01;-2.370e-03;1.000e+01;8.333e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
0.860906000;1.044e+00;8.335e-01;-2.607e-03;7.980e-01;-2.496e-03;1.044e+00;1.059e+00;8.068e-01;5.492e-02;1.044e+00;7.501e-01;-2.346e-03;1.000e+01;8.333e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
0.867906000;1.044e+00;8.335e-01;-2.544e-03;7.980e-01;-2.436e-03;1.044e+00;1.059e+00;8.068e-01;5.497e-02;1.044e+00;7.501e-01;-2.290e-03;1.000e+01;8.333e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
0.868906000;1.044e+00;8.335e-01;-2.536e-03;7.980e-01;-2.428e-03;1.044e+00;1.059e+00;8.068e-01;5.498e-02;1.044e+00;7.501e-01;-2.282e-03;1.000e+01;8.333e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
0.914906000;1.044e+00;8.334e-01;-2.168e-03;7.980e-01;-2.076e-03;1.044e+00;1.059e+00;8.067e-01;5.533e-02;1.044e+00;7.501e-01;-1.951e-03;1.000e+01;8.333e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
1.085906000;1.044e+00;8.334e-01;-1.247e-03;7.980e-01;-1.194e-03;1.044e+00;1.059e+00;8.066e-01;5.619e-02;1.044e+00;7.501e-01;-1.122e-03;1.000e+01;8.333e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
1.130906000;1.044e+00;8.334e-01;-1.092e-03;7.979e-01;-1.046e-03;1.044e+00;1.059e+00;8.066e-01;5.633e-02;1.044e+00;7.501e-01;-9.830e-04;1.000e+01;8.333e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
1.243906000;1.044e+00;8.334e-01;-8.122e-04;7.979e-01;-7.777e-04;1.044e+00;1.059e+00;8.066e-01;5.660e-02;1.044e+00;7.501e-01;-7.310e-04;1.000e+01;8.333e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
1.248906000;1.044e+00;8.334e-01;-8.022e-04;7.979e-01;-7.681e-04;1.044e+00;1.059e+00;8.066e-01;5.660e-02;1.044e+00;7.501e-01;-7.220e-04;1.000e+01;8.333e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
1.347906000;1.044e+00;8.334e-01;-6.500e-04;7.979e-01;-6.223e-04;1.044e+00;1.059e+00;8.066e-01;5.675e-02;1.044e+00;7.500e-01;-5.850e-04;1.000e+01;8.333e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
19.989997000;1.045e+00;8.335e-01;1.108e-06;7.979e-01;1.061e-06;1.045e+00;1.060e+00;8.065e-01;5.734e-02;1.045e+00;7.501e-01;1.007e-06;1.000e+01;8.333e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
19.989998000;1.045e+00;8.334e-01;1.108e-06;7.979e-01;1.061e-06;1.045e+00;1.060e+00;8.065e-01;5.735e-02;1.045e+00;7.501e-01;1.007e-06;1.000e+01;8.333e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
19.990502000;1.018e+00;8.125e-01;-7.779e-06;7.979e-01;-7.643e-06;1.018e+00;1.033e+00;8.064e-01;5.866e-02;1.018e+00;7.312e-01;-6.995e-06;1.000e+01;8.333e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
19.990630000;1.012e+00;8.071e-01;-4.445e-06;7.979e-01;-4.398e-06;1.012e+00;1.027e+00;8.064e-01;5.901e-02;1.012e+00;7.264e-01;-3.995e-06;1.000e+01;8.333e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
19.990950000;9.949e-01;7.939e-01;4.111e-05;7.979e-01;4.132e-05;9.949e-01;1.010e+00;8.064e-01;5.995e-02;9.949e-01;7.145e-01;3.701e-05;1.000e+01;8.333e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
19.991654000;9.582e-01;7.648e-01;4.644e-04;7.982e-01;4.847e-04;9.583e-01;9.734e-01;8.064e-01;6.247e-02;9.582e-01;6.883e-01;4.180e-04;1.000e+01;8.333e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
19.993121000;8.816e-01;7.051e-01;3.844e-03;7.998e-01;4.361e-03;8.828e-01;8.974e-01;8.073e-01;7.132e-02;8.816e-01;6.346e-01;3.460e-03;1.000e+01;8.333e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
19.993185000;8.783e-01;7.025e-01;4.091e-03;7.999e-01;4.658e-03;8.795e-01;8.941e-01;8.074e-01;7.186e-02;8.783e-01;6.323e-01;3.682e-03;1.000e+01;8.333e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
19.994776000;7.953e-01;6.382e-01;1.319e-02;8.024e-01;1.658e-02;7.992e-01;8.124e-01;8.083e-01;9.020e-02;7.953e-01;5.743e-01;1.187e-02;1.000e+01;8.333e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
19.995173000;7.746e-01;6.221e-01;1.633e-02;8.032e-01;2.109e-02;7.795e-01;7.922e-01;8.085e-01;9.650e-02;7.746e-01;5.599e-01;1.470e-02;1.000e+01;8.333e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
19.995462000;7.595e-01;6.105e-01;1.883e-02;8.038e-01;2.479e-02;7.651e-01;7.775e-01;8.086e-01;1.015e-01;7.595e-01;5.494e-01;1.694e-02;1.000e+01;8.333e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
19.995526000;7.561e-01;6.079e-01;1.940e-02;8.039e-01;2.565e-02;7.620e-01;7.742e-01;8.086e-01;1.027e-01;7.561e-01;5.471e-01;1.746e-02;1.000e+01;8.333e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
19.996083000;7.271e-01;5.854e-01;2.471e-02;8.051e-01;3.398e-02;7.345e-01;7.460e-01;8.088e-01;1.138e-01;7.271e-01;5.269e-01;2.224e-02;1.000e+01;8.333e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
19.996552000;7.026e-01;5.659e-01;2.960e-02;8.055e-01;4.213e-02;7.115e-01;7.223e-01;8.080e-01;1.243e-01;7.026e-01;5.093e-01;2.664e-02;1.000e+01;8.333e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
19.998355000;6.085e-01;4.847e-01;5.031e-02;7.964e-01;8.267e-02;6.236e-01;6.318e-01;7.933e-01;1.728e-01;6.085e-01;4.362e-01;4.528e-02;1.000e+01;8.333e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
19.999056000;5.720e-01;4.518e-01;5.799e-02;7.899e-01;1.014e-01;5.894e-01;5.969e-01;7.838e-01;1.945e-01;5.720e-01;4.066e-01;5.219e-02;1.000e+01;8.333e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
19.999057000;5.719e-01;4.518e-01;5.801e-02;7.899e-01;1.014e-01;5.893e-01;5.968e-01;7.838e-01;1.946e-01;5.719e-01;4.066e-01;5.221e-02;1.000e+01;8.333e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
20.001530000;4.429e-01;3.385e-01;9.882e-02;7.643e-01;2.231e-01;4.726e-01;4.781e-01;7.388e-01;3.269e-01;4.429e-01;3.047e-01;8.894e-02;1.000e+01;8.333e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
20.001843000;4.266e-01;3.240e-01;1.032e-01;7.595e-01;2.419e-01;4.575e-01;4.633e-01;7.306e-01;3.469e-01;4.266e-01;2.916e-01;9.288e-02;1.000e+01;8.333e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
20.003674000;3.310e-01;2.398e-01;1.189e-01;7.244e-01;3.590e-01;3.667e-01;3.773e-01;6.722e-01;4.703e-01;3.310e-01;2.158e-01;1.070e-01;1.000e+01;8.333e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
20.006349000;1.915e-01;1.287e-01;9.541e-02;6.719e-01;4.982e-01;2.201e-01;2.495e-01;5.679e-01;6.300e-01;1.915e-01;1.158e-01;8.587e-02;1.000e+01;8.333e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
20.006545000;1.813e-01;1.211e-01;9.187e-02;6.681e-01;5.068e-01;2.088e-01;2.400e-01;5.585e-01;6.410e-01;1.813e-01;1.090e-01;8.269e-02;1.000e+01;8.333e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
20.006577000;1.796e-01;1.199e-01;9.128e-02;6.674e-01;5.082e-01;2.070e-01;2.385e-01;5.570e-01;6.429e-01;1.796e-01;1.079e-01;8.215e-02;1.000e+01;8.333e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
20.006593000;1.788e-01;1.193e-01;9.097e-02;6.671e-01;5.089e-01;2.061e-01;2.377e-01;5.562e-01;6.438e-01;1.788e-01;1.073e-01;8.188e-02;1.000e+01;8.333e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
20.009996000;1.000e-03;6.067e-04;6.200e-04;6.067e-01;6.200e-01;1.186e-03;7.623e-02;1.628e-01;8.635e-01;1.000e-03;5.460e-04;5.580e-04;1.000e+01;8.333e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
20.014434000;1.000e-03;5.078e-04;7.567e-04;5.078e-01;7.567e-01;1.227e-03;7.998e-02;1.686e-01;9.057e-01;1.000e-03;4.570e-04;6.810e-04;1.000e+01;8.333e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
20.015633000;1.000e-03;4.922e-04;7.833e-04;4.922e-01;7.833e-01;1.235e-03;8.118e-02;1.707e-01;9.195e-01;1.000e-03;4.430e-04;7.050e-04;1.000e+01;8.333e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
20.019431000;1.000e-03;4.700e-04;8.467e-04;4.700e-01;8.467e-01;1.254e-03;8.491e-02;1.779e-01;9.621e-01;1.000e-03;4.230e-04;7.620e-04;1.000e+01;8.333e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
20.020390000;1.000e-03;4.700e-04;8.589e-04;4.700e-01;8.589e-01;1.257e-03;8.579e-02;1.796e-01;9.722e-01;1.000e-03;4.230e-04;7.730e-04;1.000e+01;8.333e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
20.022426000;1.000e-03;4.756e-04;8.789e-04;4.756e-01;8.789e-01;1.264e-03;8.756e-02;1.832e-01;9.925e-01;1.000e-03;4.280e-04;7.910e-04;1.000e+01;8.333e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
20.028543000;1.000e-03;4.889e-04;9.211e-04;4.889e-01;9.211e-01;1.276e-03;9.124e-02;1.908e-01;1.035e+00;1.000e-03;4.400e-04;8.290e-04;1.000e+01;8.333e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
20.028613000;1.000e-03;4.889e-04;9.211e-04;4.889e-01;9.211e-01;1.276e-03;9.128e-02;1.909e-01;1.035e+00;1.000e-03;4.400e-04;8.290e-04;1.000e+01;8.333e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
20.028645000;1.000e-03;4.889e-04;9.178e-04;4.889e-01;9.178e-01;1.275e-03;9.097e-02;1.902e-01;1.032e+00;1.000e-03;4.400e-04;8.260e-04;1.000e+01;8.333e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
20.030061000;1.000e-03;4.600e-04;7.456e-04;4.600e-01;7.456e-01;1.224e-03;7.698e-02;1.619e-01;8.712e-01;1.000e-03;4.140e-04;6.710e-04;1.000e+01;8.333e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
20.033706000;1.000e-03;3.422e-04;2.411e-04;3.422e-01;2.411e-01;1.072e-03;3.764e-02;8.449e-02;4.219e-01;1.000e-03;3.080e-04;2.170e-04;1.000e+01;8.333e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
20.033707000;1.000e-03;3.422e-04;2.411e-04;3.422e-01;2.411e-01;1.072e-03;3.762e-02;8.444e-02;4.217e-01;1.000e-03;3.080e-04;2.170e-04;1.000e+01;8.333e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
20.035433000;1.000e-03;-9.998e-06;-5.550e-06;-1.000e-02;-5.556e-03;9.985e-04;1.035e-03;3.774e-09;3.287e-09;1.000e-03;-9.003e-06;-5.003e-06;1.000e+01;8.333e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
20.035436000;1.000e-03;-1.111e-05;-5.550e-06;-1.111e-02;-5.556e-03;9.985e-04;1.000e-03;3.460e-09;3.296e-09;1.000e-03;-1.000e-05;-5.003e-06;1.000e+01;8.333e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
20.035565000;1.000e-03;-1.111e-05;-5.550e-06;-1.111e-02;-5.556e-03;9.985e-04;1.000e-03;-1.843e-09;2.163e-09;1.000e-03;-1.000e-05;-5.003e-06;1.000e+01;8.333e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
20.149996000;9.970e-04;-1.110e-05;-5.554e-06;-1.114e-02;-5.572e-03;9.955e-04;9.970e-04;3.459e-10;1.463e-09;9.970e-04;-9.998e-06;-4.997e-06;1.000e+01;8.333e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
20.149997000;9.970e-04;-1.110e-05;-5.554e-06;-1.114e-02;-5.572e-03;9.955e-04;9.970e-04;3.565e-10;1.637e-09;9.970e-04;-9.998e-06;-4.997e-06;1.000e+01;8.333e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
20.276558000;1.084e-01;-1.153e-03;-5.767e-04;-1.063e-02;-5.317e-03;1.083e-01;1.084e-01;2.021e-09;1.361e-09;1.084e-01;-1.038e-03;-5.190e-04;1.000e+01;8.333e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
20.276604000;1.085e-01;-1.154e-03;-5.767e-04;-1.064e-02;-5.316e-03;1.083e-01;1.085e-01;2.336e-09;1.116e-09;1.085e-01;-1.039e-03;-5.190e-04;1.000e+01;8.333e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
20.276607000;1.085e-01;-1.154e-03;-5.767e-04;-1.064e-02;-5.315e-03;1.083e-01;1.085e-01;1.670e-09;8.441e-10;1.085e-01;-1.039e-03;-5.190e-04;1.000e+01;8.333e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
20.276607000;1.085e-01;-1.154e-03;-5.767e-04;-1.064e-02;-5.315e-03;1.083e-01;1.085e-01;1.463e-09;7.801e-10;1.085e-01;-1.039e-03;-5.190e-04;1.000e+01;8.333e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
