;time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_InjectedActiveCurrent;Wind_Turbine_GEN_InjectedReactiveCurrent;Wind_Turbine_GEN_AVRSetpointPu;Wind_Turbine_GEN_NetworkFrequencyPu;Wind_Turbine_GEN_InjectedCurrent;NetworkFrequencyPu
36;2.164e-01;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
37;2.264e-01;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
38;2.364e-01;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
39;2.464e-01;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
40;2.564e-01;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
41;2.664e-01;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
42;2.764e-01;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
43;2.864e-01;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
44;2.964e-01;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
45;3.064e-01;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
46;3.164e-01;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
47;3.264e-01;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
48;3.364e-01;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
49;3.464e-01;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
50;3.564e-01;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
51;3.664e-01;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
52;3.764e-01;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
53;3.864e-01;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
54;3.964e-01;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
55;4.064e-01;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
56;4.164e-01;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
57;4.264e-01;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
58;4.364e-01;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
59;4.464e-01;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
60;4.564e-01;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
61;4.664e-01;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
62;4.764e-01;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
63;4.864e-01;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
64;4.964e-01;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
65;5.064e-01;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
66;5.164e-01;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
67;5.264e-01;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
68;5.364e-01;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
69;5.464e-01;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
70;5.564e-01;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
71;5.664e-01;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
72;5.764e-01;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
73;5.864e-01;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
74;5.964e-01;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
75;6.064e-01;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
76;6.164e-01;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
77;6.264e-01;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
78;6.364e-01;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
79;6.464e-01;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
80;6.564e-01;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
81;6.664e-01;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
82;6.764e-01;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
83;6.864e-01;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
84;6.964e-01;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
85;7.064e-01;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
86;7.164e-01;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
87;7.264e-01;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
88;7.364e-01;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
89;7.464e-01;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
90;7.564e-01;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
91;7.664e-01;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
92;7.764e-01;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
93;7.864e-01;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
94;7.964e-01;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
95;8.064e-01;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
96;8.164e-01;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
97;8.264e-01;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
98;8.364e-01;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
99;8.464e-01;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
100;8.564e-01;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
101;8.664e-01;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
102;8.764e-01;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
103;8.864e-01;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
104;8.964e-01;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
105;9.064e-01;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
106;9.164e-01;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
107;9.264e-01;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
108;9.364e-01;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
109;9.464e-01;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
110;9.564e-01;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
111;9.664e-01;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
112;9.764e-01;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
113;9.864e-01;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
114;9.964e-01;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
115;1.006e+00;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
116;1.016e+00;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
117;1.026e+00;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
118;1.036e+00;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
119;1.046e+00;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
120;1.056e+00;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
121;1.066e+00;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
122;1.076e+00;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
123;1.086e+00;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
124;1.096e+00;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
125;1.106e+00;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
126;1.116e+00;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
127;1.126e+00;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
128;1.136e+00;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
129;1.146e+00;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
130;1.156e+00;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
131;1.166e+00;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
132;1.176e+00;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.045e+00;1.000e+01;8.083e-01;-2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
