time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Wind_Turbine_GEN_UPuInjTerminal;Wind_Turbine_GEN_IpInjTerminal;Wind_Turbine_GEN_IqInjTerminal;SyncCompensator_GEN_TSO_FrequencyHz;SyncCompensator_GEN_TSO_ActivePower;SyncCompensator_GEN_TSO_ReactivePower;Main_load_LOAD_TSO_ActivePower;Main_load_LOAD_TSO_ReactivePower;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;SyncCompensator_GEN_FrequencyHz;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_VoltageSetpointPu;Wind_Turbine_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.000132000;9.926e-01;6.156e-01;-1.568e-01;6.201e-01;-1.580e-01;9.456e-01;9.909e-01;6.384e-01;-1.170e-01;5.000e+01;5.111e-02;1.658e-01;6.667e-01;2.822e-09;9.926e-01;5.540e-01;-1.411e-01;1.000e+01;5.000e+01;6.667e-01;1.585e-02;1.044e+00;5.000e+01;5.000e+01
0.000148000;9.927e-01;6.157e-01;-1.565e-01;6.202e-01;-1.576e-01;9.458e-01;9.911e-01;6.384e-01;-1.166e-01;5.000e+01;5.093e-02;1.654e-01;6.667e-01;2.940e-09;9.927e-01;5.542e-01;-1.408e-01;1.000e+01;5.000e+01;6.667e-01;1.585e-02;1.044e+00;5.000e+01;5.000e+01
0.000164000;9.929e-01;6.159e-01;-1.561e-01;6.203e-01;-1.572e-01;9.460e-01;9.912e-01;6.385e-01;-1.163e-01;5.000e+01;5.076e-02;1.650e-01;6.667e-01;3.084e-09;9.929e-01;5.543e-01;-1.405e-01;1.000e+01;5.000e+01;6.667e-01;1.585e-02;1.044e+00;5.000e+01;5.000e+01
0.000180000;9.930e-01;6.161e-01;-1.557e-01;6.204e-01;-1.568e-01;9.463e-01;9.914e-01;6.386e-01;-1.159e-01;5.000e+01;5.059e-02;1.646e-01;6.667e-01;3.250e-09;9.930e-01;5.545e-01;-1.402e-01;1.000e+01;5.000e+01;6.667e-01;1.585e-02;1.044e+00;5.000e+01;5.000e+01
0.000196000;9.931e-01;6.163e-01;-1.554e-01;6.205e-01;-1.565e-01;9.465e-01;9.915e-01;6.386e-01;-1.155e-01;5.000e+01;5.042e-02;1.642e-01;6.667e-01;3.433e-09;9.931e-01;5.546e-01;-1.398e-01;1.000e+01;5.000e+01;6.667e-01;1.585e-02;1.044e+00;5.000e+01;5.000e+01
0.000212000;9.932e-01;6.164e-01;-1.550e-01;6.206e-01;-1.561e-01;9.467e-01;9.917e-01;6.387e-01;-1.151e-01;5.000e+01;5.024e-02;1.638e-01;6.667e-01;3.630e-09;9.932e-01;5.548e-01;-1.395e-01;1.000e+01;5.000e+01;6.667e-01;1.585e-02;1.044e+00;5.000e+01;5.000e+01
0.000228000;9.934e-01;6.166e-01;-1.547e-01;6.207e-01;-1.557e-01;9.470e-01;9.919e-01;6.388e-01;-1.147e-01;5.000e+01;5.007e-02;1.634e-01;6.667e-01;3.839e-09;9.934e-01;5.549e-01;-1.392e-01;1.000e+01;5.000e+01;6.667e-01;1.585e-02;1.044e+00;5.000e+01;5.000e+01
0.000244000;9.935e-01;6.168e-01;-1.543e-01;6.208e-01;-1.553e-01;9.472e-01;9.920e-01;6.389e-01;-1.144e-01;5.000e+01;4.990e-02;1.630e-01;6.667e-01;4.055e-09;9.935e-01;5.551e-01;-1.389e-01;1.000e+01;5.000e+01;6.667e-01;1.585e-02;1.044e+00;5.000e+01;5.000e+01
0.000260000;9.936e-01;6.169e-01;-1.540e-01;6.209e-01;-1.549e-01;9.474e-01;9.922e-01;6.389e-01;-1.140e-01;5.000e+01;4.973e-02;1.626e-01;6.667e-01;4.277e-09;9.936e-01;5.552e-01;-1.386e-01;1.000e+01;5.000e+01;6.667e-01;1.585e-02;1.044e+00;5.000e+01;5.000e+01
0.000276000;9.937e-01;6.171e-01;-1.536e-01;6.210e-01;-1.546e-01;9.477e-01;9.923e-01;6.390e-01;-1.136e-01;5.000e+01;4.955e-02;1.622e-01;6.667e-01;4.500e-09;9.937e-01;5.554e-01;-1.382e-01;1.000e+01;5.000e+01;6.667e-01;1.585e-02;1.044e+00;5.000e+01;5.000e+01
0.000292000;9.939e-01;6.173e-01;-1.532e-01;6.211e-01;-1.542e-01;9.479e-01;9.925e-01;6.391e-01;-1.132e-01;5.000e+01;4.938e-02;1.618e-01;6.667e-01;4.723e-09;9.939e-01;5.556e-01;-1.379e-01;1.000e+01;5.000e+01;6.667e-01;1.585e-02;1.044e+00;5.000e+01;5.000e+01
0.000308000;9.940e-01;6.175e-01;-1.529e-01;6.212e-01;-1.538e-01;9.481e-01;9.927e-01;6.392e-01;-1.129e-01;5.000e+01;4.921e-02;1.614e-01;6.667e-01;4.943e-09;9.940e-01;5.557e-01;-1.376e-01;1.000e+01;5.000e+01;6.667e-01;1.585e-02;1.044e+00;5.000e+01;5.000e+01
0.000324000;9.941e-01;6.176e-01;-1.525e-01;6.213e-01;-1.534e-01;9.483e-01;9.928e-01;6.392e-01;-1.125e-01;5.000e+01;4.904e-02;1.610e-01;6.667e-01;5.156e-09;9.941e-01;5.559e-01;-1.373e-01;1.000e+01;5.000e+01;6.667e-01;1.585e-02;1.044e+00;5.000e+01;5.000e+01
0.000340000;9.942e-01;6.178e-01;-1.522e-01;6.214e-01;-1.531e-01;9.486e-01;9.930e-01;6.393e-01;-1.121e-01;5.000e+01;4.887e-02;1.606e-01;6.667e-01;5.361e-09;9.942e-01;5.560e-01;-1.370e-01;1.000e+01;5.000e+01;6.667e-01;1.585e-02;1.044e+00;5.000e+01;5.000e+01
0.000356000;9.944e-01;6.180e-01;-1.518e-01;6.215e-01;-1.527e-01;9.488e-01;9.931e-01;6.394e-01;-1.117e-01;5.000e+01;4.870e-02;1.602e-01;6.667e-01;5.553e-09;9.944e-01;5.562e-01;-1.366e-01;1.000e+01;5.000e+01;6.667e-01;1.585e-02;1.044e+00;5.000e+01;5.000e+01
0.000372000;9.945e-01;6.181e-01;-1.515e-01;6.216e-01;-1.523e-01;9.490e-01;9.933e-01;6.394e-01;-1.113e-01;5.000e+01;4.853e-02;1.598e-01;6.667e-01;5.727e-09;9.945e-01;5.563e-01;-1.363e-01;1.000e+01;5.000e+01;6.667e-01;1.585e-02;1.044e+00;5.000e+01;5.000e+01
0.000388000;9.946e-01;6.183e-01;-1.511e-01;6.217e-01;-1.519e-01;9.493e-01;9.934e-01;6.395e-01;-1.110e-01;5.000e+01;4.836e-02;1.594e-01;6.667e-01;5.883e-09;9.946e-01;5.565e-01;-1.360e-01;1.000e+01;5.000e+01;6.667e-01;1.585e-02;1.044e+00;5.000e+01;5.000e+01
0.000404000;9.947e-01;6.185e-01;-1.508e-01;6.218e-01;-1.516e-01;9.495e-01;9.936e-01;6.396e-01;-1.106e-01;5.000e+01;4.819e-02;1.590e-01;6.667e-01;6.021e-09;9.947e-01;5.566e-01;-1.357e-01;1.000e+01;5.000e+01;6.667e-01;1.585e-02;1.044e+00;5.000e+01;5.000e+01
0.000420000;9.949e-01;6.186e-01;-1.504e-01;6.219e-01;-1.512e-01;9.497e-01;9.938e-01;6.397e-01;-1.102e-01;5.000e+01;4.802e-02;1.586e-01;6.667e-01;6.143e-09;9.949e-01;5.568e-01;-1.354e-01;1.000e+01;5.000e+01;6.667e-01;1.585e-02;1.044e+00;5.000e+01;5.000e+01
0.000436000;9.950e-01;6.188e-01;-1.500e-01;6.219e-01;-1.508e-01;9.500e-01;9.939e-01;6.397e-01;-1.098e-01;5.000e+01;4.785e-02;1.582e-01;6.667e-01;6.252e-09;9.950e-01;5.569e-01;-1.350e-01;1.000e+01;5.000e+01;6.667e-01;1.585e-02;1.044e+00;5.000e+01;5.000e+01
0.000452000;9.951e-01;6.190e-01;-1.497e-01;6.220e-01;-1.504e-01;9.502e-01;9.941e-01;6.398e-01;-1.095e-01;5.000e+01;4.768e-02;1.579e-01;6.667e-01;6.349e-09;9.951e-01;5.571e-01;-1.347e-01;1.000e+01;5.000e+01;6.667e-01;1.585e-02;1.044e+00;5.000e+01;5.000e+01
0.000468000;9.952e-01;6.192e-01;-1.493e-01;6.221e-01;-1.501e-01;9.504e-01;9.942e-01;6.399e-01;-1.091e-01;5.000e+01;4.751e-02;1.575e-01;6.667e-01;6.435e-09;9.952e-01;5.572e-01;-1.344e-01;1.000e+01;5.000e+01;6.667e-01;1.585e-02;1.044e+00;5.000e+01;5.000e+01
0.000484000;9.953e-01;6.193e-01;-1.490e-01;6.222e-01;-1.497e-01;9.506e-01;9.944e-01;6.399e-01;-1.087e-01;5.000e+01;4.734e-02;1.571e-01;6.667e-01;6.514e-09;9.953e-01;5.574e-01;-1.341e-01;1.000e+01;5.000e+01;6.667e-01;1.585e-02;1.044e+00;5.000e+01;5.000e+01
0.000496000;9.954e-01;6.195e-01;-1.487e-01;6.223e-01;-1.494e-01;9.508e-01;9.945e-01;6.400e-01;-1.084e-01;5.000e+01;4.722e-02;1.568e-01;6.667e-01;6.588e-09;9.954e-01;5.575e-01;-1.339e-01;1.000e+01;5.000e+01;6.667e-01;1.585e-02;1.044e+00;5.000e+01;5.000e+01
0.000497000;9.954e-01;6.195e-01;-1.487e-01;6.223e-01;-1.494e-01;9.508e-01;9.945e-01;6.400e-01;-1.084e-01;5.000e+01;4.721e-02;1.567e-01;6.667e-01;6.656e-09;9.954e-01;5.575e-01;-1.338e-01;1.000e+01;5.000e+01;6.667e-01;1.585e-02;1.044e+00;5.000e+01;5.000e+01
0.000498000;9.954e-01;6.195e-01;-1.487e-01;6.223e-01;-1.494e-01;9.508e-01;9.945e-01;6.400e-01;-1.084e-01;5.000e+01;4.719e-02;1.567e-01;6.667e-01;6.720e-09;9.954e-01;5.575e-01;-1.338e-01;1.000e+01;5.000e+01;6.667e-01;1.585e-02;1.044e+00;5.000e+01;5.000e+01
0.000500000;9.955e-01;6.195e-01;-1.486e-01;6.223e-01;-1.493e-01;9.509e-01;9.945e-01;6.400e-01;-1.084e-01;5.000e+01;4.717e-02;1.567e-01;6.667e-01;6.779e-09;9.955e-01;5.575e-01;-1.338e-01;1.000e+01;5.000e+01;6.667e-01;1.585e-02;1.044e+00;5.000e+01;5.000e+01
0.000504000;9.955e-01;6.195e-01;-1.485e-01;6.223e-01;-1.492e-01;9.509e-01;9.946e-01;6.400e-01;-1.083e-01;5.000e+01;4.713e-02;1.566e-01;6.667e-01;6.836e-09;9.955e-01;5.576e-01;-1.337e-01;1.000e+01;5.000e+01;6.667e-01;1.585e-02;1.044e+00;5.000e+01;5.000e+01
0.000508000;9.955e-01;6.196e-01;-1.485e-01;6.224e-01;-1.491e-01;9.510e-01;9.946e-01;6.401e-01;-1.082e-01;5.000e+01;4.709e-02;1.565e-01;6.667e-01;6.891e-09;9.955e-01;5.576e-01;-1.336e-01;1.000e+01;5.000e+01;6.667e-01;1.585e-02;1.044e+00;5.000e+01;5.000e+01
0.000516000;9.956e-01;6.197e-01;-1.483e-01;6.224e-01;-1.489e-01;9.511e-01;9.947e-01;6.401e-01;-1.080e-01;5.000e+01;4.701e-02;1.563e-01;6.667e-01;6.947e-09;9.956e-01;5.577e-01;-1.335e-01;1.000e+01;5.000e+01;6.667e-01;1.585e-02;1.044e+00;5.000e+01;5.000e+01
0.000532000;9.957e-01;6.198e-01;-1.479e-01;6.225e-01;-1.486e-01;9.513e-01;9.948e-01;6.402e-01;-1.076e-01;5.000e+01;4.684e-02;1.559e-01;6.667e-01;7.008e-09;9.957e-01;5.578e-01;-1.331e-01;1.000e+01;5.000e+01;6.667e-01;1.585e-02;1.044e+00;5.000e+01;5.000e+01
0.000548000;9.958e-01;6.200e-01;-1.476e-01;6.226e-01;-1.482e-01;9.516e-01;9.950e-01;6.402e-01;-1.072e-01;5.000e+01;4.667e-02;1.555e-01;6.667e-01;7.076e-09;9.958e-01;5.580e-01;-1.328e-01;1.000e+01;5.000e+01;6.667e-01;1.585e-02;1.044e+00;5.000e+01;5.000e+01
0.000564000;9.960e-01;6.202e-01;-1.472e-01;6.227e-01;-1.478e-01;9.518e-01;9.952e-01;6.403e-01;-1.069e-01;5.000e+01;4.650e-02;1.551e-01;6.667e-01;7.155e-09;9.960e-01;5.581e-01;-1.325e-01;1.000e+01;5.000e+01;6.667e-01;1.585e-02;1.044e+00;5.000e+01;5.000e+01
0.000580000;9.961e-01;6.203e-01;-1.469e-01;6.228e-01;-1.475e-01;9.520e-01;9.953e-01;6.404e-01;-1.065e-01;5.000e+01;4.633e-02;1.547e-01;6.667e-01;7.246e-09;9.961e-01;5.583e-01;-1.322e-01;1.000e+01;5.000e+01;6.667e-01;1.585e-02;1.044e+00;5.000e+01;5.000e+01
0.000596000;9.962e-01;6.205e-01;-1.465e-01;6.229e-01;-1.471e-01;9.522e-01;9.955e-01;6.404e-01;-1.061e-01;5.000e+01;4.617e-02;1.543e-01;6.667e-01;7.350e-09;9.962e-01;5.585e-01;-1.319e-01;1.000e+01;5.000e+01;6.667e-01;1.585e-02;1.044e+00;5.000e+01;5.000e+01
0.000612000;9.963e-01;6.207e-01;-1.462e-01;6.230e-01;-1.467e-01;9.525e-01;9.956e-01;6.405e-01;-1.057e-01;5.000e+01;4.600e-02;1.539e-01;6.667e-01;7.463e-09;9.963e-01;5.586e-01;-1.316e-01;1.000e+01;5.000e+01;6.667e-01;1.585e-02;1.044e+00;5.000e+01;5.000e+01
0.000628000;9.964e-01;6.208e-01;-1.458e-01;6.230e-01;-1.463e-01;9.527e-01;9.958e-01;6.406e-01;-1.054e-01;5.000e+01;4.583e-02;1.535e-01;6.667e-01;7.580e-09;9.964e-01;5.587e-01;-1.312e-01;1.000e+01;5.000e+01;6.667e-01;1.585e-02;1.044e+00;5.000e+01;5.000e+01
0.000644000;9.966e-01;6.210e-01;-1.455e-01;6.231e-01;-1.460e-01;9.529e-01;9.959e-01;6.406e-01;-1.050e-01;5.000e+01;4.567e-02;1.531e-01;6.667e-01;7.697e-09;9.966e-01;5.589e-01;-1.309e-01;1.000e+01;5.000e+01;6.667e-01;1.585e-02;1.044e+00;5.000e+01;5.000e+01
0.000660000;9.967e-01;6.212e-01;-1.451e-01;6.232e-01;-1.456e-01;9.532e-01;9.961e-01;6.407e-01;-1.046e-01;5.000e+01;4.550e-02;1.527e-01;6.667e-01;7.810e-09;9.967e-01;5.591e-01;-1.306e-01;1.000e+01;5.000e+01;6.667e-01;1.585e-02;1.044e+00;5.000e+01;5.000e+01
0.000676000;9.968e-01;6.213e-01;-1.448e-01;6.233e-01;-1.452e-01;9.534e-01;9.962e-01;6.408e-01;-1.043e-01;5.000e+01;4.533e-02;1.523e-01;6.667e-01;7.913e-09;9.968e-01;5.592e-01;-1.303e-01;1.000e+01;5.000e+01;6.667e-01;1.585e-02;1.044e+00;5.000e+01;5.000e+01
0.000692000;9.969e-01;6.215e-01;-1.444e-01;6.234e-01;-1.449e-01;9.536e-01;9.964e-01;6.409e-01;-1.039e-01;5.000e+01;4.517e-02;1.520e-01;6.667e-01;8.003e-09;9.969e-01;5.593e-01;-1.300e-01;1.000e+01;5.000e+01;6.667e-01;1.585e-02;1.044e+00;5.000e+01;5.000e+01
0.000708000;9.971e-01;6.217e-01;-1.441e-01;6.235e-01;-1.445e-01;9.538e-01;9.965e-01;6.409e-01;-1.035e-01;5.000e+01;4.500e-02;1.516e-01;6.667e-01;8.073e-09;9.971e-01;5.595e-01;-1.297e-01;1.000e+01;5.000e+01;6.667e-01;1.585e-02;1.044e+00;5.000e+01;5.000e+01
0.000724000;9.972e-01;6.218e-01;-1.437e-01;6.236e-01;-1.441e-01;9.541e-01;9.967e-01;6.410e-01;-1.032e-01;5.000e+01;4.484e-02;1.512e-01;6.667e-01;8.119e-09;9.972e-01;5.596e-01;-1.293e-01;1.000e+01;5.000e+01;6.667e-01;1.585e-02;1.044e+00;5.000e+01;5.000e+01
0.000740000;9.973e-01;6.220e-01;-1.434e-01;6.237e-01;-1.438e-01;9.543e-01;9.969e-01;6.411e-01;-1.028e-01;5.000e+01;4.467e-02;1.508e-01;6.667e-01;8.137e-09;9.973e-01;5.598e-01;-1.290e-01;1.000e+01;5.000e+01;6.667e-01;1.585e-02;1.044e+00;5.000e+01;5.000e+01
0.000756000;9.974e-01;6.222e-01;-1.430e-01;6.238e-01;-1.434e-01;9.545e-01;9.970e-01;6.411e-01;-1.024e-01;5.000e+01;4.451e-02;1.504e-01;6.667e-01;8.123e-09;9.974e-01;5.599e-01;-1.287e-01;1.000e+01;5.000e+01;6.667e-01;1.585e-02;1.044e+00;5.000e+01;5.000e+01
0.000772000;9.975e-01;6.223e-01;-1.427e-01;6.239e-01;-1.430e-01;9.547e-01;9.972e-01;6.412e-01;-1.020e-01;5.000e+01;4.434e-02;1.500e-01;6.667e-01;8.077e-09;9.975e-01;5.601e-01;-1.284e-01;1.000e+01;5.000e+01;6.667e-01;1.585e-02;1.044e+00;5.000e+01;5.000e+01
0.000788000;9.977e-01;6.225e-01;-1.423e-01;6.239e-01;-1.426e-01;9.550e-01;9.973e-01;6.413e-01;-1.017e-01;5.000e+01;4.418e-02;1.496e-01;6.667e-01;7.999e-09;9.977e-01;5.602e-01;-1.281e-01;1.000e+01;5.000e+01;6.667e-01;1.585e-02;1.044e+00;5.000e+01;5.000e+01
0.000804000;9.978e-01;6.227e-01;-1.420e-01;6.240e-01;-1.423e-01;9.552e-01;9.975e-01;6.413e-01;-1.013e-01;5.000e+01;4.401e-02;1.492e-01;6.667e-01;7.894e-09;9.978e-01;5.604e-01;-1.278e-01;1.000e+01;5.000e+01;6.667e-01;1.585e-02;1.044e+00;5.000e+01;5.000e+01
0.000820000;9.979e-01;6.228e-01;-1.416e-01;6.241e-01;-1.419e-01;9.554e-01;9.976e-01;6.414e-01;-1.009e-01;5.000e+01;4.385e-02;1.488e-01;6.667e-01;7.764e-09;9.979e-01;5.605e-01;-1.275e-01;1.000e+01;5.000e+01;6.667e-01;1.585e-02;1.044e+00;5.000e+01;5.000e+01
0.000836000;9.980e-01;6.230e-01;-1.413e-01;6.242e-01;-1.415e-01;9.556e-01;9.978e-01;6.415e-01;-1.006e-01;5.000e+01;4.368e-02;1.484e-01;6.667e-01;7.614e-09;9.980e-01;5.607e-01;-1.271e-01;1.000e+01;5.000e+01;6.667e-01;1.585e-02;1.044e+00;5.000e+01;5.000e+01
0.000852000;9.981e-01;6.231e-01;-1.409e-01;6.243e-01;-1.412e-01;9.559e-01;9.979e-01;6.415e-01;-1.002e-01;5.000e+01;4.352e-02;1.481e-01;6.667e-01;7.447e-09;9.981e-01;5.608e-01;-1.268e-01;1.000e+01;5.000e+01;6.667e-01;1.585e-02;1.044e+00;5.000e+01;5.000e+01
0.000868000;9.983e-01;6.233e-01;-1.406e-01;6.244e-01;-1.408e-01;9.561e-01;9.981e-01;6.416e-01;-9.985e-02;5.000e+01;4.336e-02;1.477e-01;6.667e-01;7.266e-09;9.983e-01;5.610e-01;-1.265e-01;1.000e+01;5.000e+01;6.667e-01;1.585e-02;1.044e+00;5.000e+01;5.000e+01
0.000884000;9.984e-01;6.235e-01;-1.402e-01;6.245e-01;-1.404e-01;9.563e-01;9.982e-01;6.417e-01;-9.948e-02;5.000e+01;4.319e-02;1.473e-01;6.667e-01;7.075e-09;9.984e-01;5.611e-01;-1.262e-01;1.000e+01;5.000e+01;6.667e-01;1.585e-02;1.044e+00;5.000e+01;5.000e+01
0.000900000;9.985e-01;6.236e-01;-1.399e-01;6.246e-01;-1.401e-01;9.565e-01;9.984e-01;6.417e-01;-9.912e-02;5.000e+01;4.303e-02;1.469e-01;6.667e-01;6.877e-09;9.985e-01;5.613e-01;-1.259e-01;1.000e+01;5.000e+01;6.667e-01;1.585e-02;1.044e+00;5.000e+01;5.000e+01
0.000916000;9.986e-01;6.238e-01;-1.395e-01;6.247e-01;-1.397e-01;9.568e-01;9.985e-01;6.418e-01;-9.875e-02;5.000e+01;4.287e-02;1.465e-01;6.667e-01;6.676e-09;9.986e-01;5.614e-01;-1.256e-01;1.000e+01;5.000e+01;6.667e-01;1.585e-02;1.044e+00;5.000e+01;5.000e+01
0.000932000;9.987e-01;6.240e-01;-1.392e-01;6.247e-01;-1.394e-01;9.570e-01;9.987e-01;6.419e-01;-9.839e-02;5.000e+01;4.271e-02;1.461e-01;6.667e-01;6.474e-09;9.987e-01;5.616e-01;-1.253e-01;1.000e+01;5.000e+01;6.667e-01;1.585e-02;1.044e+00;5.000e+01;5.000e+01
0.000948000;9.989e-01;6.241e-01;-1.388e-01;6.248e-01;-1.390e-01;9.572e-01;9.988e-01;6.419e-01;-9.802e-02;5.000e+01;4.254e-02;1.457e-01;6.667e-01;6.272e-09;9.989e-01;5.617e-01;-1.249e-01;1.000e+01;5.000e+01;6.667e-01;1.585e-02;1.044e+00;5.000e+01;5.000e+01
0.000964000;9.990e-01;6.243e-01;-1.385e-01;6.249e-01;-1.386e-01;9.574e-01;9.990e-01;6.420e-01;-9.766e-02;5.000e+01;4.238e-02;1.454e-01;6.667e-01;6.071e-09;9.990e-01;5.619e-01;-1.246e-01;1.000e+01;5.000e+01;6.667e-01;1.585e-02;1.044e+00;5.000e+01;5.000e+01
0.000980000;9.991e-01;6.244e-01;-1.381e-01;6.250e-01;-1.383e-01;9.577e-01;9.991e-01;6.421e-01;-9.730e-02;5.000e+01;4.222e-02;1.450e-01;6.667e-01;5.870e-09;9.991e-01;5.620e-01;-1.243e-01;1.000e+01;5.000e+01;6.667e-01;1.585e-02;1.044e+00;5.000e+01;5.000e+01
0.000996000;9.992e-01;6.246e-01;-1.378e-01;6.251e-01;-1.379e-01;9.579e-01;9.993e-01;6.421e-01;-9.693e-02;5.000e+01;4.206e-02;1.446e-01;6.667e-01;5.669e-09;9.992e-01;5.621e-01;-1.240e-01;1.000e+01;5.000e+01;6.667e-01;1.585e-02;1.044e+00;5.000e+01;5.000e+01
